REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Jordan,,,,,,,,,,,,,,,,,2926.451256148777,3073.820953406422,3415.765518327633,3991.690341576435,4278.6328839702,4816.744080263327,4939.755373004506,4619.982517317504,4605.211270022691,4280.416437915344,4312.611018976056,4213.354798447403,4080.28749525417,3472.225096860804,3202.336860031654,3010.137311836774,3264.844726343284,3238.475416921049,3240.445451042138,3303.287178647884,3262.106151789039,3280.697931848726,3302.299427337756,3341.656442751626,3412.076732137085,3518.766353122284,3644.624346443322,3713.151935932682,3935.157047434468,4151.613130154386,4209.86864014361,4287.352298212088,4489.955455373112,4615.230678173243,4621.574285413101,4631.67703841605,4677.476139771918,4556.52023716712,4282.118728492385,4042.756780975546,3933.14704611068,3940.701991811448,3928.770268212053,3919.064269160728,3806.879493549135,3874.327078064809,3909.802264001523,3950.312272883156
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557.082157369775,4910.153241191347,4635.421546540725,4223.128202315404,3740.978108920244,3498.51454364229,3583.369084233306,3728.963865196886,3750.564945626587,3899.657231397783,4269.330167827909,4822.528628026686,5267.699032026304,5724.431992480542,6233.294393733068,6787.411554878899,7450.396870626147,8036.875998115046,8216.521815895847,8218.399125560478,8704.706554845556,9223.302133631498,9531.914776170575,9959.72586930534,10226.71005396829,10196.12262559821,10151.42331330196,10404.2718646317,10670.21201482792,10989.68407183882,10565.03598162354,10873.3915275276,11058.3482413407,11453.39527253626
Kenya,792.9580202073482,704.532413221054,742.214802683441,776.6140532038601,783.7772739029122,768.3120093452262,847.0284817932474,841.4490110835991,873.3963200938811,906.636182608442,831.8018192811214,980.0294493692865,1108.227140850082,1133.748284676078,1140.552559204662,1113.009776342076,1100.656501153503,1165.36861222478,1203.767877135306,1251.319133301411,1275.282697293549,1276.927787816886,1250.613969290679,1221.534858908339,1198.09437242046,1204.919323677363,1245.988510253938,1274.22087961614,1306.364336835041,1320.507745198967,1329.333127662321,1305.464157014472,1255.938706223588,1223.506167257622,1219.784111330498,1237.882504676749,1254.210252486738,1226.195421133367,1232.066581066355,1224.634046398863,1195.41296851656,1202.293487599874,1171.426251734903,1169.144336740508,1191.254436045559,1223.447384720193,1263.541646662113,1309.910929482159,1273.772261030727,1276.735034860743,1340.164674088561,1370.58000874482,1396.301787097564,1413.941425225826,1450.593382022767,1489.11959777284,1517.97796057742,1542.337739733721,1596.69045914945,1645.709617778621,1609.334140782809,1698.895782714436,1747.531988044284,1808.404791296768
Kiribati,,,,,,,,,,,1473.597057960862,1411.815787293248,1552.546464061966,1844.899912221008,2663.393896765937,2816.41012049413,2073.591092173692,1990.874971355546,2025.51458714859,1781.692043302419,1734.329945593613,1811.681138016075,1763.179102196595,1565.118391607268,1754.012216060023,1492.760326244472,1422.516485769311,1406.315668485068,1675.638090242607,1516.915043107733,1387.652917457938,1283.34636341684,1564.723112811855,1539.304459643741,1547.623976472879,1566.472461197609,1539.336650807481,1529.249494844256,1569.027016267928,1482.19199839683,1555.581638761362,1477.95152090297,1467.992499913054,1415.545878143275,1378.958450784535,1368.997257391179,1419.386932376158,1433.357427877158,1361.835853439975,1340.27572148771,1328.787575448855,1348.060276659001,1405.502726903301,1493.491141087816,1492.850585809543,1639.852743014959,1731.43693361219,1769.511908586393,1803.948644978492,1835.219625909909,1793.385362301053,1911.694434164755,1954.502750573842,2003.469467592979
"Korea, Rep.",1027.654780604168,1066.803852237946,1077.116030326024,1142.027629473604,1217.94699410879,1274.272444170498,1391.67246263597,1482.995253427152,1639.750154422248,1836.478707395963,1977.429412863583,2143.289130207713,2255.206736169782,2545.777542746995,2740.585299398114,2906.150499335658,3238.269872117796,3581.468239220466,3913.833173873911,4189.181487710448,4056.526007030397,4283.119601471493,4569.087174915634,5104.448097429422,5573.842719163159,5951.879089244075,6560.479672017616,7322.719868859934,8120.63968724428,8609.426113900932,9367.092586867548,10274.48274546941,10798.56168069205,11424.58513306118,12358.51802296276,13411.11191701575,14332.13672319867,15074.48834299238,14198.38627075495,15714.41194847463,16995.55918646256,17684.05037732775,18940.38422339347,19435.49341043026,20364.75996567713,21197.19908803475,22196.20774592658,23365.1402064812,23887.0595538423,23952.81321910688,25455.61748436576,26191.64426154209,26680.27544487053,27399.6159477521,28100.0102759544,28737.43917064988,29467.12434255605,30312.8888500809,31059.26680879266,31645.94983433067,31378.15793406475,32771.07242432291,33690.37887930456,34121.02117567664
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.59926351696,2680.861215211415,2822.633596340115,2995.649520294768,3021.351426139952,3163.47189486431,3279.024990437578,3520.628506993746,3739.17562318261,3890.178072710818,4009.121407603392,4219.066938585029,3990.943901149062,4429.873495037155,4666.391377907697,4888.635227644347
Kuwait,,,,,,,,,,,68591.70724058074,68673.32885723456,67066.73984983526,58987.76969630375,48324.53071742641,39840.75993098167,39811.73523887424,35866.60554376995,36140.32445446639,38757.80665818464,29547.75482489321,22766.10318194337,19135.9122832081,19686.20179232906,19848.77927668447,18264.4443904523,19042.37877294377,19786.36444529032,17116.06559264443,20743.68672542658,20140.78336218938,14812.92001333996,22382.84194894939,29323.85310518827,31946.49008727918,33156.84717203558,32417.96262226462,32152.43657086566,32306.66855128947,30798.09454696909,31341.97791452245,30573.42825910577,30702.21604281005,35169.63338592059,37918.5403803743,40451.25494961887,41137.96970792523,41113.86917465548,39852.51269868965,35124.08520648019,32568.51498428861,33545.34607154437,33578.33082335056,32311.17951930245,31073.1534776392,29882.21268670684,29454.44211996369,27048.37053639372,26706.01903382553,26580.22630082597,25541.50749746002,26354.94567448105,26508.46046831571,24155.18722640775
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.866604491019,1036.710129844273,1153.025065836287,1160.676080730075,1203.47208279448,1089.90005451003,928.3156233453348,784.5649192013155,627.2210593887577,587.2981806672284,619.6678355563577,671.2500796270617,675.0583189230202,689.4142782054639,718.3429057224697,749.4238553363671,742.4430011183196,786.3504749641338,831.4821853869801,820.709598923049,837.1380266473458,900.0280503151215,966.4099711848172,981.220904665529,962.7647898287244,1005.483268821316,985.8472865972002,1069.784044387162,1088.582234456459,1105.652029969548,1128.316252638443,1157.182849323074,1175.071369049196,1201.877014297206,1093.328645883312,1132.554678128201,1212.178214109439,1264.174394864675
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,579.8677829838346,592.6273019980987,604.3317882718331,579.0226205223106,551.3631637161434,611.8220698818453,634.5252970093853,643.410259077746,660.6338619540644,680.9641537086377,717.5092451087169,749.2347417285378,782.6831565355453,819.205851313643,836.0880985071158,881.6341296096751,917.2280386175293,954.1235054146342,994.4922419637948,1038.711927677829,1088.760347288307,1148.681538520707,1228.089276199232,1301.085975498645,1381.737542239532,1463.337966684595,1564.910683116469,1666.400861898712,1774.63585203672,1890.278612948748,2006.311954444469,2121.013390973629,2234.760987418463,2351.574417475951,2459.97874636195,2554.956380192451,2529.746226987609,2556.589126404054,2589.050151916282,2648.887266080353
Late-demographic dividend,884.488305896105,850.7562481083446,864.7123597285525,880.0215168093293,922.6275898186811,964.9829699993296,1014.574942323362,1009.647277833695,1038.349974376001,1115.1137396723,1207.035439874805,1279.510796382069,1350.680510513863,1453.343586427739,1497.182479825176,1534.792077887845,1610.555552105123,1686.881208651075,1772.495045209726,1882.742925433794,1991.988011881055,1966.441150283576,1973.950753174714,1978.372809663614,2102.596897351333,2222.302171231633,2315.598335681167,2426.360712256901,2511.367946791916,2591.40625729255,2562.439213565697,2541.902596918672,2530.677212095725,2610.032711203595,2696.196541270348,2818.873944929161,2932.369766737546,3067.020550894931,3124.124862397465,3240.146390197779,3439.325536794053,3591.047621081482,3780.140093255716,4011.733785479811,4312.304957796848,4616.729233526315,5013.04026550178,5488.643110169022,5830.419404573778,6007.680962318072,6453.538896399124,6874.497356944149,7220.623593665181,7572.059480176117,7911.076138389173,8228.521903254494,8540.00060585722,8934.991625970917,9368.079132902189,9759.689775947154,9747.602901290738,10460.55690906088,10772.01683631391,11206.52395338083
Latin America & Caribbean,3354.24370759855,3463.160110320204,3514.043735985545,3489.665423891874,3642.34940754286,3746.969865093046,3829.681367448305,3893.553612797921,4065.18495041748,4235.060031352492,4401.171127320761,4590.423198370558,4801.572997098382,5062.255878810822,5252.139389520846,5314.979963242529,5476.52364217714,5613.553507201059,5735.88603152011,6022.874265575855,6281.690933589017,6221.691672821569,6079.671423397222,5815.70992393092,5915.986171458654,5976.492798647826,6060.766957809607,6138.111254550137,6056.279463424367,6043.195439624356,5908.009500927569,5971.473478722884,6016.212448689409,6171.53904838566,6384.211277475515,6330.404314675191,6471.347981479957,6712.712179416687,6805.492654571524,6748.226061357118,6891.114647076541,6826.677069915547,6767.162009583343,6844.666842819257,7127.31663127544,7319.108070779147,7604.333415383473,7906.248560700905,8100.800964128409,7828.235467202689,8238.245314109286,8509.368932803987,8635.965965351568,8782.547144215365,8810.290174425301,8759.806397256345,8648.365999811575,8732.801974894312,8795.626991253994,8784.285230742867,8145.999677446825,8670.015248516705,8960.237781883414,9084.675485789852
Latin America & Caribbean (IDA & IBRD),3349.929185803624,3456.291454958873,3502.149977813041,3470.519974954279,3621.038167966434,3719.977131374092,3797.652727299057,3856.712051698443,4026.81799997822,4190.45507557885,4353.676993644973,4539.633995775132,4751.031568677478,5013.795357785033,5213.415226255206,5276.290576544648,5433.014242889817,5559.929699805662,5670.907908793869,5954.684743283248,6223.394233333825,6142.973087600253,5989.445270226359,5715.687683036667,5801.457176138548,5860.165807608513,5943.296868671868,6020.738655995462,5924.950586280469,5905.863886054453,5779.593295417469,5859.369097731161,5914.786172796976,6084.209487019194,6297.213597693091,6233.26957684361,6369.607238993333,6608.788079600203,6695.093982201895,6621.192056064108,6757.287287968693,6676.669169556728,6614.059755764881,6692.950400929179,6961.353502682968,7153.153617203965,7437.259411010666,7742.32550989366,7943.116433156813,7669.357533512472,8090.501902768268,8367.781460192007,8495.491421254352,8644.54894750621,8673.932846004775,8617.552911834313,8504.759804746767,8593.044989405536,8659.7383407411,8646.32841564905,8024.798527501208,8555.352617155191,8841.098390644398,8969.009314878658
Latin America & Caribbean (excluding high income),3214.82929592555,3319.059977156541,3367.69976578445,3332.612496958423,3488.158761947291,3593.101376588004,3659.655954392922,3722.416348012252,3896.741440684795,4060.189051307112,4228.985494308572,4413.241682781164,4638.811967080679,4921.010196151974,5123.426826395611,5215.57584055979,5375.735927415276,5502.43545032657,5608.222307247861,5885.020195889785,6135.614636323104,6064.717828501356,5949.711996726388,5701.376874092073,5799.364055143487,5857.964331804014,5933.085225881293,5999.982057923694,5904.569294964135,5872.998179196118,5736.004226544002,5789.204901323867,5807.696426872805,5955.153513577268,6162.648346037786,6085.447286427458,6218.568616603568,6443.357455114943,6519.321041752945,6453.717824294862,6589.940144316303,6509.77616856587,6446.5297580418,6516.933593938354,6775.40642379217,6960.333762248952,7239.30314970264,7536.733800301127,7728.814496848946,7458.144100657668,7869.15845611304,8129.139062323844,8233.38362187076,8373.054423245512,8395.365296427995,8337.14599402852,8216.798235759927,8300.306434776607,8344.87531835759,8315.314288542799,7713.103578580299,8188.843896404804,8449.544182505722,8562.815052957609
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7622.698439550324,6694.199101552756,4607.113906003008,4464.721240613945,4639.505761651254,4661.668511487234,4822.903966364092,5317.980182521869,5719.989223402193,5929.267609704665,6336.383106125991,6833.435285749397,7443.229388205753,8149.001944746029,8957.23390372866,10106.26246340009,11507.46467809724,12810.04078084647,12506.69449507202,10675.4252448647,10500.86663891821,11018.51537473558,11971.01087766751,12353.53885270845,12731.67742058634,13321.97531406156,13787.33672165884,14382.86134003592,15120.06960162931,15328.3861531528,14900.7294732334,16070.87287439713,16406.6490572974,16703.90185209819
Least developed countries: UN classification,,617.628887931591,647.854989720109,645.0518427892584,652.3125817312612,659.7826060584584,664.7941332417836,654.8715428306411,671.0098245241184,675.2105941499096,654.040173764609,650.0810759165364,625.3283401744884,623.2651294659654,641.6595455232801,628.5878042665955,637.3525536389111,634.5141793941307,629.0185431178318,624.3529852952546,622.6394496991007,623.948189438223,615.0609090717595,608.7537089093826,606.6147839362188,600.4244876530255,605.185085406729,615.0225973528654,616.0977363076456,611.3645559463083,596.6832108260948,592.6182277656648,579.4632291458528,562.1918127043541,550.3709265832503,566.9483176919387,583.1823369779667,598.8773581928731,607.3145098577139,616.5400261812966,628.1896992410008,643.1607117503937,660.7359529849765,676.9857253969576,703.1057365515909,737.5412509643114,769.6188208470469,806.7719373699645,839.1658998520807,855.0893594730111,887.3886708043616,894.8223094215363,901.8624363505586,932.285480836562,961.8905404982604,964.4497933602212,977.1552420715568,997.7874310545084,1019.394555622415,1045.926433415868,1020.045196992444,1024.761705912148,1048.299416605783,1059.758630473065
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.029376596849,2218.626436410844,2752.724422532573,4031.19474543924,4595.580833257702,4992.698782324489,5301.415846722477,5542.226510352899,6054.529119214821,6008.758553856574,6120.456727170238,5982.417883543079,5958.978367503007,6085.760414201461,6207.241338937457,6319.765182986474,6633.752580023928,6707.180246353159,6696.374282005955,7179.345200923063,7701.298230279795,8375.48851252821,8955.543361847072,8936.20027462737,8920.805698467304,8443.538565287841,7830.415111333605,7714.109999880404,8019.141691342605,8305.57405425721,8388.723512383496,8064.048734162358,6440.828430929219,5973.419338929876,5909.036515550277,
Lesotho,262.7404304778956,259.7662448221786,290.7832964231727,312.2411452158225,328.1981912876108,325.5905388852368,314.0552856970699,336.0870748096299,322.8016164091117,316.0958377428964,311.5476359746264,316.0161659099062,304.4744126535212,371.7433655020699,398.5830507259072,333.0116479166142,358.1296670503749,423.8053541299322,487.3514555883247,487.1660450822896,460.2016172823168,450.1025262889636,456.7089571265197,452.5203317291166,464.085693764499,462.8921722941548,472.4328559571615,465.473147313833,494.9218914835791,513.1063028899493,533.8249641939992,560.884905718596,590.0082120924852,601.5579141315403,628.9600512272008,641.758711944969,670.4695817741547,689.8062184550046,696.9359739377529,698.4410871820664,725.2636687077727,752.243212493971,760.0334431803064,798.5405005544542,817.7935978971864,853.9605006297973,893.7506866271556,927.2686332734196,971.8813668213514,952.7479297465286,995.2334324516808,1031.997215643429,1086.390348162832,1093.953234892717,1100.049936842151,1121.198513425182,1147.587488016706,1097.821668127518,1068.444629133729,1040.993510141173,944.8341186585548,955.221236301503,967.5192859832496,974.3824828490232
Liberia,2444.314695267568,2443.496594801311,2415.692660419052,2409.495420282304,2470.567914465236,2524.011734216279,2650.225957165753,2758.089768757353,2816.846646833495,2945.890042166176,3062.760126700521,3133.08794246405,3181.187459183636,3029.076987742117,3089.60241101354,2902.917062118266,2974.922352275757,2938.3808063932,2991.431529732625,2999.253071578563,2792.036997895226,2653.146250452036,2514.921321623837,2394.574378040731,2272.711540241109,2185.928097674524,2085.952882194206,2005.365759545004,1908.453040515819,1360.080491234053,754.1340094623839,735.1806586581566,450.5386776918085,290.3889202336594,227.7427760217882,216.093554614513,235.4350582485115,449.2860586169639,528.670341826706,609.0409032587052,754.8509173609513,754.4223557620167,762.7163939270637,528.5673955434206,535.9958820662179,539.6653788419359,551.3774466118523,574.6093943485428,591.1853781419074,603.2562110776055,621.7832950715754,646.9087270165967,674.360011422232,717.0072803589749,707.157694930142,692.590082351257,668.0315131756014,671.2608998353553,665.8754396371369,636.6993848248694,605.025475431411,621.9279830634256,638.0051838582892,653.3291883431617
Libya,2818.010549815748,2971.843678396728,3777.530945383103,4893.767784261242,6843.481449972598,8525.205071747403,9863.913688887971,10676.1021152589,13891.98933837142,15230.40467971143,15460.23383323717,14161.88073761141,14950.55632775659,14659.89702741947,17044.21985491653,16770.02691915189,19473.67632899219,20018.42952486343,19521.59191924011,20077.740120192,19090.55037357322,14587.38589127987,14580.89244358169,14242.61275428049,13328.58935457223,13975.09747779521,12022.66478885498,9976.13024516634,10458.67018984184,10940.14070214715,11085.94399497161,12541.69261524818,11949.22750268649,11274.34522308724,11280.38293034753,10839.28022418844,10891.80556878035,11284.77807390622,10722.87007347166,10643.1452796026,10853.80595165262,10467.87761460117,10170.30957763383,11267.0627623548,11529.10866462207,12628.89615265597,13176.77589119039,13712.96025839721,13403.00046459112,12549.08543455213,12913.93349393862,6569.594775789572,12599.25888213604,10126.31492780605,7644.248439474036,7458.489177563744,7236.164099235018,9435.600600400456,10020.9165751361,8768.410487458603,6102.798640325124,7733.390075629274,7008.206483919634,7633.451427799365
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167187.1573098204,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8333.350534961928,7847.017181274909,6185.535108514759,5206.442553621311,4730.696221920682,4924.096573649946,5211.100091964543,5685.448810505371,6154.172269005695,6129.998605158579,6384.308648733066,6854.525052204345,7374.097777888343,8218.693249748208,8851.92600601146,9692.86837221713,10577.21423402498,11889.35454584404,12324.51950971282,10612.92032466885,10884.1160456797,11836.71997008478,12522.34086143354,13161.63426696352,13776.10529812125,14300.25536667363,14870.10494615136,15775.00059444999,16709.5561779447,17537.48195566315,17540.29485950212,18619.7026827218,18884.51485750514,18685.55194587304
Low & middle income,798.9951336477585,795.9710499396955,808.3041821284955,826.2278458944184,869.3101271114393,899.9519794090157,920.8148455583548,927.2879133966654,959.801270361525,1012.298710313012,1065.490932212067,1103.661349847587,1144.011999514094,1194.040487589214,1237.162227349131,1261.450250062995,1311.774693007364,1343.582505016586,1364.312895876367,1397.213819062462,1432.873947583241,1429.929848324492,1438.929197370983,1430.956963392451,1466.27757388178,1499.40873116334,1522.186436712735,1559.548730958418,1589.59020293911,1604.737858319132,1621.196090119277,1634.941672458148,1672.3887583399,1724.234441790203,1780.332160606614,1829.44498520314,1909.840545375971,1983.547769494104,2015.166312695037,2054.760841457137,2134.336309546322,2177.751376753278,2246.613964147308,2343.445546214734,2486.008879958118,2629.52280956562,2804.750427477075,3009.940329759081,3143.426229229251,3222.820235103312,3437.277484285014,3605.673477733184,3749.679884522873,3905.369908050546,4051.955413697001,4187.844069315179,4330.884623316119,4503.565867868117,4669.076905350044,4800.437825342054,4692.431765322522,4984.360016686025,5124.983822021776,5309.286011061888
Low income,,,,,,,,642.1363390573812,647.1037628335054,666.3378062446615,667.6947980848654,681.1634341754954,675.4415219729863,668.3254793882813,688.863770613314,688.1186142832125,691.61412010484,693.3334545970713,674.64383280435,659.4409606338378,663.7355048756709,669.365894748003,661.5766002146653,653.8782624065445,631.5724355778025,618.7715403098813,618.9800544454912,633.6299254495641,638.1582890421817,620.4403483811307,587.987990681615,580.0133712429906,562.5709671237951,551.0119752558617,543.7945000301188,554.7628099135485,569.5905336143642,587.6693138683262,594.3967994500942,593.000502427942,595.736836461037,604.5927673340683,616.0623047259031,627.3049381725154,647.0736282049237,669.9920811744415,688.7961284770407,709.8503218377425,728.0366256855124,736.9234318967727,766.4413795983085,751.2046331609858,708.135310633467,715.2872873923299,728.6155884423199,705.461511003203,701.334623366362,703.8498291309569,707.7978277836322,717.5246852737,699.8679649860088,695.9833035296781,702.7539738932925,699.3668595795838
Lower middle income,541.1985615978462,545.1702770420643,551.9583540737436,571.3112502945502,593.7050251226234,591.4331512581285,585.6553540793284,581.2322099508987,589.6990870385603,621.3568635252881,650.4461549473942,666.1668849702252,662.0677322335363,675.827424513052,691.4661868646849,698.2982389524276,718.7841656682351,741.1956006859468,750.5832360036259,743.5031998720602,762.3177154900873,757.6152276852907,754.8063638604591,752.568337432818,753.6177227634952,764.1484926065212,774.0414302397844,782.6112995337402,815.1182520789205,825.128257832579,845.8316690664053,843.543524491894,855.0187316423236,855.6778116330731,870.2577368868159,895.0963076261181,931.6867684147862,948.4364149641656,970.8243991570232,1002.176199013616,1023.470030510986,1046.819138598965,1073.250934684522,1116.064201570975,1173.20961612207,1229.635643408484,1292.128479110876,1356.853964585602,1394.648265735882,1452.53175010443,1525.693833689578,1571.453705786985,1625.503296017067,1690.449001115611,1765.411940257617,1841.845261270883,1918.026069010378,1993.500014833489,2072.437339804309,2127.527789609414,2023.504243691511,2131.156991875994,2228.044374554053,2322.165691852511
Luxembourg,27861.16889480295,28665.75675280704,28701.49642886902,29381.70158296838,31339.86771648923,30757.62261811509,30874.71079544905,30840.02492197522,32048.53548431658,35072.3830257911,35513.80098544271,36114.97654844337,38033.74016253311,40742.79185001312,41908.97527216894,38729.56045818639,39515.03534862627,40065.69141695828,41623.60103965313,42500.25489972905,42705.33854184721,42345.04515315471,42788.94856113636,44056.25146846502,46733.92355295164,47945.84836994437,52496.66620061021,54218.27539413243,58381.75425586693,63481.58473553307,66027.07580078173,70779.9729147771,71116.94008922094,73116.19466294063,74883.14185378884,74896.09657880463,74916.50676722715,77993.05853358281,82170.23992125779,87695.33957586001,92527.71180696425,94243.70732339172,96269.57938512156,97597.99691765531,100292.5684791619,101222.0456644007,105614.1798639518,112417.8784580012,110094.7923387449,104574.3498876816,106544.0572417231,105290.2490488265,104487.7442387039,105338.9560592834,105583.9370141227,105462.0125844226,108351.4521589331,107142.1275564427,106376.7835657633,107350.626687276,104616.0346780102,110425.8884328601,109714.9243161294,106342.7574638564
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,23023.33977207115,23952.6741351334,24734.59121102626,24326.59982392144,25398.43806205985,28006.91044579782,29320.48148769964,29931.58861770037,31369.86356434677,30973.36577202827,33271.19227254886,33802.98070945167,34103.7623025662,34151.90359820205,33533.60966919654,33263.70453071352,31367.24239926048,30262.13516960493,31763.25448866231,32432.27856740075,34959.47895534566,38571.58530699072,47650.93711150888,49454.30544561359,53221.61292842191,58352.96155819227,58122.77466368578,59490.40232464614,74158.83291480868,88121.85402101497,93164.19358797598,98998.25867414963,92322.22732320453,70070.29180016309,68570.51285548197,75807.99043717499,79378.33954795462,75835.76365081665,33952.49691341268,42121.77450371381,34121.95082266258,59602.35703939263
Madagascar,812.2503618904552,807.5400731518146,804.713147422012,776.8840578256411,787.0589496039527,763.4036706394716,758.9282051371017,779.7160627869513,810.5066908574001,817.5629218682753,836.5408817140485,844.493878879637,809.5241188838364,765.2170076129614,757.5323928320023,744.3100958664877,699.9879248207625,695.1492197610861,656.3983695966542,699.4854809076136,685.1006897615207,599.7810476903509,571.2304614028326,559.6611688996721,553.1310099387474,543.513684745557,538.4919526066615,529.5091059980871,532.0334695882401,537.8404310335292,538.5362750565695,489.7160981200128,480.8109324449882,476.1597333263812,461.3976657094639,454.5379466327813,449.6280870805998,451.3031993708314,453.8861747688718,460.0343899965711,465.5295098270205,478.4056149498696,406.7012221363701,433.6010403012136,443.2786549859671,450.9552309112283,461.5403378977289,473.7854623284488,490.963935389518,457.7897548660683,447.4171430306868,441.7551584141205,442.6415001235433,440.6746589036283,443.3438699082055,445.3200694805676,451.1565943314605,456.8518595740305,459.3303677995432,467.2774134964799,422.9242554223186,436.0900647371978,442.415162117323,448.0587462046172
Malawi,260.3728037752924,273.6716214068349,268.9305904456826,258.7851059997365,259.2381229381821,287.4292371203513,317.6195841807458,332.4256553734598,318.0471724843252,328.5529292985096,322.0945204566291,365.0773759219103,378.037141415833,376.7288154977151,392.9724328220474,405.3779740996357,413.4381481767159,420.5147236651392,445.9936395088251,448.7164175345754,433.5151831506597,394.7717008228342,388.9895759686033,387.8453297974034,392.9701217616504,395.4187206947466,380.2980468998891,368.4580721587879,360.1828645521559,348.2011128503195,353.7713037154395,372.9975617636644,335.7265435418315,362.9309953939782,329.5840998949449,385.2797140733168,405.3970636875625,412.413106831207,419.3132451737312,422.0999099655099,418.5929850315727,388.2600397650018,385.3089802336155,397.2248467625692,408.064916052501,410.267979585416,417.8776897741761,445.2543054148013,465.5514729745915,489.6314187832174,508.0886505449522,517.8337366177736,512.7403179680767,525.3576455165779,539.5626019116453,539.605363240686,538.2219908103164,544.7957292170285,553.5287908987145,569.8662493684745,559.4470860826576,569.9689673189612,560.6357597115241,556.7440348016082
Malaysia,1266.315257126888,1327.776508654025,1376.658009870847,1439.554900611081,1477.831564488952,1551.336167382068,1631.475898140795,1654.765075736756,1746.696547092753,1791.139665486924,1855.246738508857,1993.49999498673,2128.907386832316,2321.738099652473,2455.312713608921,2416.513448826603,2632.120320893034,2768.885343651261,2883.071070294813,3077.789333781402,3216.287786900768,3332.820005591635,3420.217171151138,3518.794921126044,3670.366012366019,3515.255056252046,3444.117138195578,3508.009485716948,3737.260069066523,3953.814712558341,4184.760729289759,4456.931331481592,4726.13789172987,5062.591104370498,5390.101676069658,5771.352119560827,6190.464291348864,6480.556494558546,5857.967029408574,6070.956219870912,6455.614197925831,6334.927956516982,6516.906715601545,6732.920494580987,7025.345580043809,7234.024426891415,7469.810692121099,7769.596933504883,7976.117853747734,7700.46111294033,8118.922705119811,8400.322486835577,8710.526713599022,8964.807248962034,9341.730559712778,9648.679793752302,9901.479601798124,10293.76292053616,10610.19502404791,10902.98348558561,10171.4657842762,10388.26671208568,11174.21007618417,11429.58941222408
Maldives,,,,,,,,,,,1528.116858032583,1559.396036485703,1549.235295805108,1527.223235520363,1567.929190327051,1400.543887796469,1367.223555703,1476.967118523932,1647.983711215467,1775.951336074572,2048.627333290642,2226.206207660435,2099.686844396563,2375.675582020038,2933.034262806796,3278.902528933657,3462.630603328959,3638.843664393825,3826.303310951026,4051.515676635125,4590.263566959478,4515.066124303005,4680.155385264645,4812.299259476953,5062.47182108124,5590.008581226663,5898.355135312579,6265.681636719909,6611.397511437581,6901.043172950707,7049.374750258318,6659.259593284147,7024.501623349812,7858.993794504012,8180.301819560382,7143.336276100663,8620.774521384452,8932.389831525907,9395.964841104176,8329.52984333565,8590.16212928659,9005.047613987532,8904.681618565786,9209.237251554116,9602.5027218867,9644.906550281454,9927.42327472035,10280.39154259587,10821.73419757783,11263.19280547337,7340.09129737358,9818.734347684003,11006.70918284348,11485.55469540961
Mali,,,,,,,,334.4524395370502,341.6052472437172,337.144295249623,352.2037199090062,355.5043647046439,370.1410877904276,358.4863069596194,346.7855035420848,380.2022245752803,424.3208932581283,442.986519926047,428.1309392181001,463.306428356145,434.1261982501711,431.3818443280581,391.041854610699,389.5290745131762,380.1684065872175,448.2239913242622,451.8430776161835,443.4237105542449,467.9531645371006,478.512771943294,457.4458292104267,501.1249918701204,475.3168211535767,480.2775885134665,487.817806474246,481.757520252354,504.7520436125012,517.2376511974164,542.4866194896232,557.6911791669487,541.3499592952759,606.0873257894885,605.7981109999013,640.3574966757069,629.6264491893595,649.1577691576997,657.4962790452722,658.4570193102209,667.5834247685438,677.2430491075803,690.4341762480608,689.9516218095928,664.4894888552976,660.173389348304,684.949913127196,704.8216464395058,722.8120215960394,737.275674738634,748.5069203727911,760.7951874136713,729.0611376324649,728.6718526103847,731.6400242029965,743.2738713680993
