REF_AREA_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cote d'Ivoire,5255.509626384006,5052.851670513865,4843.293492563526,4645.467508718052,4502.45953404415,4638.75732482502,4807.424281780255,5072.59703802667,5093.131694385288,4987.357085302651,4838.340237299381,4609.144693953026,4368.928088372793,4060.000380384268,4088.945173284719,4032.245880298464,4049.260329624962,3999.690956822084,4096.723469189311,4151.053608749818,4338.652483941416,4017.407820402076,4234.180555933187,4597.186352398664,4907.574502945163,5110.862408098814,5320.846462398552,5556.113663228983,5670.200053566878,5894.878746741531,5787.815333090179,6045.204804908794,6261.533144783977,6485.315849017466
Croatia,23378.5350841326,18795.89801335487,17004.81606884612,15556.29560261534,16286.98300305477,17508.14617980397,18834.27166391223,20093.75355503091,20558.82580741512,20472.60145149787,21284.49690460405,22807.60059677001,24116.99841774778,25452.67537800267,26506.77779726791,27618.16982129739,29014.75172532926,30486.33487101494,31090.17896429082,29002.15204389601,28680.21880760061,28751.28019160358,28236.90395935419,28377.63341077237,28436.62762654436,29446.79396212762,30798.75588304625,32324.47506508691,33702.3095978499,35093.74336308565,32466.10823538554,36899.19559145212,39828.03254098501,41100.25241471158
Curacao,,,,,,,,,,,34307.29756070102,35339.24254992545,35436.17574967711,34812.96621262936,34288.91264332876,33651.67378377693,33335.02439129005,33490.42354927556,33795.30103954003,33397.56531843909,33004.72023526517,32704.52030781798,32321.03954691168,31753.54420537403,31128.80385199331,30861.47593687087,30209.9401511272,29729.25084280733,29256.96289071933,28659.80003482611,23751.61721941608,25163.99365979349,27327.41718878207,28886.68749237234
Cyprus,27644.115234375,27136.916015625,28908.369140625,28416.16796875,29476.716796875,31367.806640625,31257.26953125,31631.177734375,33155.0859375,34424.79296875,36092.38671875,37116.734375,38059.89453125,38586.49609375,39987.5,41328.5859375,42560.71484375,43788.21484375,44259.62109375,42218.96484375,42068.34375,41179.46484375,39158.62890625,36664.1953125,36411.5859375,37871.48046875,40176.29296875,42093.39453125,44190.98828125,46157.0234375,44166.984375,48740.36328125,51622.46875,52148.04296875
Czechia,27892.93107783309,24712.43793524126,24562.13351958321,24551.80437434297,25256.96743727745,26844.76048826521,27996.37054010706,27859.56347492328,27776.33770308744,28187.98242584749,29400.83788597397,30372.42595601426,30891.63333865273,31920.45026368469,33422.13769837959,35503.66384858816,37752.76154690028,39593.22630733737,40291.93142047189,38140.67509379758,39062.08877601846,39672.31132642297,39311.52403801371,39282.0549456002,40121.75897064698,42028.59534299578,43030.57986155862,45136.73318714317,46259.278195142,47720.4922288837,45079.20130877287,47752.88014728449,48346.97121295994,47452.34855738188
Denmark,45779.70740147738,46326.87514009639,47107.95003442459,46914.21859601729,49231.64397397915,50463.72898418127,51632.00525326806,53047.0521103967,54084.31610007686,55505.19966164065,57380.11378811961,57718.05957019614,57796.61180340792,57893.85574747888,59347.62111501186,60580.87349851365,62686.57977011576,63025.28884129142,62394.68338985591,58974.46713961332,59642.45286634538,60175.97036635328,59946.71367400521,60528.70391471825,60992.21222047447,61837.36077791975,63242.18286808953,64757.20669130919,65635.44133866335,66520.07086678031,65145.67417426719,69652.23300846627,70170.22416332354,71390.00246419193
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,4446.413425376998,4675.451816880103,4940.631622369102,5204.131084476024,5398.750771384473,5566.581288927739,5784.448008219156,5773.207493018781,5947.86088370479,6083.643681900872,6400.620163347531
Dominica,10409.11773670904,10599.79859605479,10810.38902708745,11026.8677683114,11023.68423844465,11359.10491707575,11721.66971940307,11997.04737646453,12481.36220470472,12571.75169267892,12933.37631918945,12967.32706409225,12586.05083608199,13353.62698122351,13737.35114597104,13810.34951387732,14438.71181293726,15346.85433806669,16438.04140108158,16243.42449568214,16353.87076013846,16271.46912319929,16084.01424722223,15786.8264759708,16382.67184771713,15926.80483102902,16556.01602602439,15710.7113748193,16344.89956897481,17318.96289271317,14508.92264293593,15594.28534575451,16557.64066701214,17420.25124750086
Dominican Republic,7283.265144488244,7202.279530886976,7851.662525595498,8266.621922189555,8320.400630615657,8630.225186454592,8981.281895416503,9610.383424488124,10087.48480820919,10514.80525370372,10828.08676883949,10921.26062131662,11242.07183133235,10932.23509067404,11060.15995960709,11945.3157357793,12879.06588818936,13666.68769038372,13932.23404554686,13886.88426704631,14853.6335562302,15125.83851463943,15344.33429398082,15897.56303950561,16817.64422686887,17777.0111588467,18751.28706035022,19414.00122144648,20547.65890122677,21363.86103839983,19721.32072410743,21912.25896140373,22757.38961598962,23087.93436268617
Early-demographic dividend,5063.827201828512,5140.352335904431,5240.238801598547,5317.185578083549,5402.908586408751,5472.508440550657,5680.612670792747,5829.083663710495,5849.618634903713,5912.319313741547,6054.727747956174,6052.15581967145,6093.308888986356,6319.017453461932,6604.834858670388,6892.003289273591,7205.432458924636,7515.63088430373,7665.333857888492,7693.848204603886,8077.352902464166,8362.804795697468,8578.121169885417,8819.136309693831,9104.496011945235,9434.93336199674,9785.767442251532,10143.68438356149,10457.46277050408,10624.76102700421,10084.7417443201,10708.85781207464,11197.59263617222,11609.72288328793
East Asia & Pacific,5728.683450092049,5956.889688931608,6187.594706506099,6430.155211968786,6739.429133127056,7085.414585717981,7436.908290617877,7680.069513185488,7586.385111232633,7821.248397567744,8198.285146127864,8427.862981814644,8776.245350888175,9193.537417074802,9711.7248961177,10267.66059831558,10920.07901019658,11726.27197629794,12224.13349308864,12550.27327075058,13472.30840492103,14175.32746344846,14854.85909108812,15560.4064540953,16241.97565925628,16942.32037007496,17668.73387152238,18492.08482343145,19326.48060525799,20068.93004558176,19961.45068970193,21160.44431501072,21788.14690084379,22673.42457397297
East Asia & Pacific (IDA & IBRD),2528.664898815423,2680.972929928552,2911.807203766322,3168.561519011394,3443.204498973823,3721.975489497139,3995.438455959712,4205.19841460979,4189.781803688047,4385.70867569858,4659.215311872738,4912.042503809786,5238.877148255503,5634.919830426236,6073.7434667561,6587.219539036699,7208.055336468384,7982.510118110783,8562.687392893933,9119.099169573974,9913.978455522045,10639.77785582843,11330.42371188601,12024.5735918609,12729.16110125314,13455.34222714893,14209.58103836733,15028.62187179627,15889.67017187138,16702.25743338885,16748.40560019795,17874.50064237385,18478.22397980158,19369.55063738778
East Asia & Pacific (excluding high income),2498.135144026473,2648.674096492199,2876.769694200331,3130.459640050437,3401.773892962901,3677.248936448003,3947.589249808912,4155.031130987026,4139.982477819265,4333.77288370069,4604.238052919053,4854.288826536575,5177.530732457661,5569.132180337413,6002.949793868441,6510.641617280438,7124.528734059054,7890.339525066353,8464.16646996077,9014.54676799703,9800.713461243706,10518.67952124052,11202.06701259197,11888.96195050566,12586.13332838263,13304.62224169111,14050.89955350524,14861.36645383008,15713.24834077411,16517.11004215538,16562.90918700425,17676.4470634892,18273.18774221911,19154.26457126255
Ecuador,9093.611802602143,9281.182491494732,9279.937282277588,9272.889951268338,9482.491729561503,9513.455535582354,9497.573491779687,9727.281887120664,9864.596629267307,9231.592609407817,9171.7510824383,9393.5430677334,9685.621568977596,9790.750944941325,10277.99995224176,10647.08639902572,10920.03522422729,10939.34437188595,11460.40539207215,11389.49485613087,11651.34229709741,12433.75898037204,12945.07717514187,13672.30646307511,14047.49137820844,13864.48770529018,13569.79679598644,14161.70518158928,14066.17626124683,13853.42077879334,12425.01754504662,13539.71084847942,14263.20397566315,14472.3165053895
"Egypt, Arab Rep.",8006.621437413687,7876.552575541085,8034.562301258266,8079.054806804719,8221.046847756606,8423.578174995466,8662.331478695916,8950.654106944956,9245.478904697946,9588.859385152737,9981.62775083138,10117.3331821699,10143.50634557021,10250.37655004591,10451.82175115369,10700.60903732318,11211.83202295084,11782.00607179662,12391.58476247047,12728.08145867365,13128.98783340846,13082.42636807013,13076.80523959139,13058.07482392576,13136.36562982698,13425.91195997749,13727.32016004938,14018.36059345295,14488.20943404835,15026.56824380969,15309.23598817024,15579.01608615512,16360.39077503637,16691.13323733739
El Salvador,5976.017625220265,5960.05892897788,6275.187671169055,6553.072340738406,6795.506088971922,7057.920252483545,7062.300078241359,7234.944562284349,7381.114604175004,7498.467410972064,7545.44796218991,7580.323384101586,7675.671061951137,7780.271776855987,7841.532378868419,8050.534512891895,8404.246749031432,8548.834761186046,8704.805846325915,8494.498474236214,8648.929827176718,8943.06191543327,9165.42034804478,9327.56424468351,9451.744607867,9646.154323398538,9863.76121214453,10064.79349426006,10297.20361269201,10543.93832913167,9692.449316057988,10809.71339951796,11068.9214300637,11404.33422626853
Equatorial Guinea,1122.817673646643,1070.827642830413,1390.479184820128,1487.812025285878,1672.345475358967,1892.116530625265,3033.840312203059,7296.100098098426,8684.657308306403,10492.46494755543,11767.47088143129,18031.964975074,20242.43096843987,21709.57512419592,28225.98581612203,31302.95795387398,32251.76800825193,35540.44775636574,39994.61597906466,38706.6052512135,33668.87406548518,34341.93426075047,35711.49192735369,32894.36931891009,31765.89970568514,27797.79428031792,24435.06455648015,22250.43892302634,20165.47955506073,18446.59165796805,17089.15372637904,16821.44864704129,16932.77068271548,15688.23841926583
Estonia,19342.53524155518,17884.74745978679,14358.33433611064,13887.02923190634,13954.19978217399,14848.61654492087,15814.19057227468,18083.08490237347,19049.97158707079,18913.22563912302,20720.65273052386,22079.37296337602,23760.16516648639,25726.0155555793,27640.30995764149,30446.24546539379,33616.21824300257,36326.61503318502,34557.29806987887,29558.41353163725,30351.66006907186,32759.80609465463,34084.53871527606,34806.88648809186,36057.88551367512,36696.62262711252,37820.64294193786,39903.37247609747,41235.90819173338,42613.99878013711,41303.41266281007,44211.55588162439,43650.93842479219,41668.83757020587
Eswatini,5528.905589029028,5404.69557184857,5370.74095593087,5378.49074746044,5508.212804511104,5778.654965822012,5883.017637489736,5964.362691378579,6041.546588005742,6152.671768743545,6197.050016024547,6204.918017982344,6425.488311870098,6629.388227160301,6828.285459985415,7198.571023845031,7591.829355681716,7882.984870357729,7894.298165472715,7966.613216200188,8220.52001041561,8358.76252513745,8762.585478829482,9051.580844469256,9155.86697543891,9227.02408964301,9497.017029022622,9658.127715988128,9643.04479562689,10027.65274873238,9633.192243874508,9846.207080437533,9740.065259091223,10132.18726159494
Ethiopia,874.3468914424915,777.5235264669332,680.8347320041336,743.708447855693,741.1765857820261,760.2643062136134,826.9916165373297,826.0051758386813,772.7866069235919,787.6795372416389,810.2707077145132,851.3133848961721,838.2980040993014,795.7720976241926,877.1144501005418,952.115617567442,1024.729066926041,1109.143245807373,1193.747222173786,1262.463915337039,1381.190375889373,1492.533888354803,1576.768676660395,1696.865069032207,1821.391524466877,1957.414441732048,2084.840449496321,2222.828130758354,2311.164998251225,2437.970334955218,2516.548946675137,2588.412969310364,2655.577916191326,2755.457095778079
Euro area,37835.52800610821,38506.52047146725,38707.60896290721,38255.87437789475,39088.03958256417,39965.82929384078,40578.39757727872,41615.1371516427,42776.22351240151,43935.49856470756,45508.99560220414,46372.02158454497,46615.02856548594,46753.93463253973,47588.5321235768,48204.67440657444,49595.13363543499,50844.82024384586,50814.58211106303,48353.90969567425,49221.53289858642,50145.6092851547,49533.63869198725,49262.06701055744,49798.69734851165,50708.04093388705,51498.41856567949,52727.94372358081,53550.15353559885,54368.63688820434,50925.02505644703,54154.17962114741,55859.90471028236,55973.91652914009
Europe & Central Asia,28336.41348434574,27849.28361235894,26913.64684971947,26253.70159527651,25913.54058469353,26226.29224659319,26522.26998343012,27232.14253054936,27728.26010032483,28507.86799365087,29853.7199872815,30580.92251974425,31168.06937428298,31888.59860338726,33064.65355608474,34062.00165816174,35546.81413482027,37020.81729034269,37497.1545648899,35548.5620683855,36443.61651453711,37404.03552797803,37527.98229582878,37763.67753329909,38218.36886955242,38660.24500777744,39171.8330465693,40189.7167771336,41004.68593168746,41705.8369721424,39602.82734917307,42234.34182840479,43224.59374827207,43918.06457211068
Europe & Central Asia (IDA & IBRD),19417.22048318532,18125.84878967993,16111.94338508478,15030.96800324233,13445.41755870848,13188.60202272449,13115.28131885366,13394.43700212604,13214.27333177515,13594.99209717505,14637.88062980413,15171.50860968316,15941.67621901946,16980.50219428705,18330.33954709582,19497.27144132352,21037.8298696749,22701.42544402282,23700.03664410652,22290.96348535639,23206.40230436889,24379.08339856355,25063.98476116293,25643.91168443881,25890.7908202576,25865.09528649209,26136.96626151545,27003.30902860203,27858.29121829036,28488.0328034431,27879.44891225295,29796.89444339756,29979.56502056154,31240.06564762336
Europe & Central Asia (excluding high income),13588.20352510855,12621.81633685142,11602.14164438019,10811.90960570907,9302.619842334208,9020.531453136682,9080.510671470493,9427.96029625914,9579.781673677033,9482.494522777411,10068.4072803123,10225.72158233766,10816.89191426445,11541.42056108282,12621.70602704989,13529.41908387498,14593.56852729853,15670.56388630331,16086.86188222373,15182.87434913785,16035.75257039232,17115.99278299841,17543.81395144316,18322.89190565425,18442.06971603942,18594.1559230441,18888.263888245,19694.86658429946,20213.96868313124,20546.55892852665,20307.65397943911,21827.86831302909,21969.3028424629,23221.30955276754
European Union,33395.911420606,33557.21225505027,33656.09384345973,33354.75381625303,34171.54188203211,35085.9995179058,35745.54169494905,36609.53841354941,37632.54579318681,38658.31989082756,40130.87923285146,40979.19320390982,41396.02616611304,41708.06996953399,42709.92202656961,43465.54724710152,44940.20174331982,46274.11131320543,46529.51910843149,44446.5902426813,45277.1068587277,46244.00273211872,45828.79576410486,45688.26917117072,46353.03224018625,47376.62265264068,48223.62717313955,49573.9157849063,50607.1235383929,51587.04919174465,48656.56455943368,51885.39148886038,53615.14703870919,53783.06109609902
Faroe Islands,,,,,,,,,,,,,,,,,,,53528.78380112426,50835.95421499518,50782.33914493414,52716.93393515797,56744.65190438362,60123.72670809713,63151.50442665106,63139.80572291634,63286.58421992282,64571.91711990366,65294.75174776053,67207.83247569102,65131.6133759936,67757.77732275585,69338.80982395152,70373.37693211326
Fiji,8126.890692594083,7843.162489712546,8261.303809030072,8383.651204938042,8762.414673200972,8936.77814631658,9306.982536754604,9008.644492341136,9013.452094455684,9693.812554379285,9426.113761590988,9516.32774485866,9724.100841141932,9727.956469336405,10148.87778744391,10127.11153250003,10222.19830027827,10050.95094980778,10092.18010976424,9910.174366808073,10167.34956887329,10412.99631894539,10537.6919727534,11019.29830326574,11621.12948184848,12131.0915617818,12419.8256693304,13090.50064015312,13612.95199557627,13567.47382849122,11254.96975122301,10685.19698066181,12762.34658113374,13652.49086724636
Finland,38750.07253797558,36272.68400732879,34875.04210729113,34436.05712390915,35647.24205424364,37015.13704682105,38245.209989277,40571.1949061613,42670.62791035547,44440.28863974848,46899.79817751001,48028.59617889718,48720.76219143324,49582.55205735365,51419.00919826808,52666.51489636608,54573.64046647145,57229.04176255475,57410.06895894707,52521.82870196099,53938.54014708405,54972.46297112282,53878.3509970107,53105.24968756412,52633.24941805498,52704.89771630375,53905.27485373298,55555.44027908031,56143.68533033905,56838.81206391674,55343.38365356474,56739.13089875734,57405.55185609389,56454.84969375117
Fragile and conflict affected situations,6062.707945514065,5436.29689795285,5142.412730588693,4733.567443702009,4190.150434048982,3962.338941917918,3907.103214477851,3956.348771349938,4040.948514949933,4056.990992631612,4197.204735398816,4304.500192268488,4404.534694317696,4370.8429921664,4786.455201236123,4922.663928115481,5113.11702386644,5320.421720768356,5446.080489946262,5325.557085460158,5540.961381660297,5559.613048501627,5629.911283380565,5647.055942950417,5576.823071723993,5504.114591217673,5549.517857176769,5566.078052609834,5608.596604894135,5647.083218924003,5271.01440635685,5245.734664335297,5044.922081834183,5043.405205970593
France,38620.93759681327,38902.74914368176,39296.34492037799,38985.33630667482,39765.40517814279,40534.03769419775,40953.68051384859,41839.07283803551,43123.51990283018,44359.99440520006,45880.9612432144,46412.87166980934,46568.64208268311,46688.72715005512,47677.29814206695,48213.83636881089,49178.74533996326,50112.43698241413,50023.03104710637,48361.20372108839,49086.00499191839,50040.40140908302,49890.48100534978,50021.26618198505,50281.06851279928,50637.07385253903,50937.98150362972,51848.64843685529,52513.43420054059,53400.23300301668,49266.75189908052,52469.85550570461,53643.07585417188,53969.03756815809
Gabon,23884.81069975855,24665.6792294411,23268.99747206491,23551.68125330844,23794.31492952412,24344.18574003619,24595.97196249464,25359.65965811454,25585.50779641182,22713.71444033316,21717.22407968575,21604.78044418367,20981.47985845321,20875.45493259102,20438.93070666572,20385.28999091885,19224.12686584473,19751.8762215872,18493.09211028408,17911.14584911746,18530.57609355554,19153.08782010049,19450.40270668515,19836.45548514727,20008.98997787789,20147.71162018583,19988.17559632492,19555.70788292216,19225.5982574739,19491.40676314571,18681.48407386053,18523.57980321933,18662.04979701142,18702.69051779845
"Gambia, The",2653.782913921254,2623.641616075073,2604.269033267541,2586.130416457032,2508.103915338899,2456.000781136065,2439.045516485124,2486.93798396527,2502.764771242983,2589.977738603956,2658.617705794637,2737.69610805906,2578.557145741996,2682.479933101329,2794.193526091177,2653.64239155191,2564.686539705195,2567.157288029818,2649.611198653064,2745.325405747684,2824.212592225169,2519.839832556724,2574.93509664061,2572.447289416851,2465.109711448233,2495.957416015248,2478.460557569992,2533.186837102765,2651.432814558264,2750.82132179634,2702.319194744816,2777.79620978324,2863.180498298595,2932.280595179149
Georgia,12917.09442693614,10120.16288814348,5533.210823177277,3882.020297476482,3532.320081107201,3762.811537503087,4339.004668834698,4951.812917574723,5233.288376728161,5495.245050528662,5706.272365278365,6074.086430172819,6464.325396726477,7227.737059607012,7693.915253920673,8485.58670534953,9337.989064201014,10567.27471647578,10856.10313280033,10553.08963958534,11294.36859171121,12288.68288611561,13193.95969740535,13913.00182456612,14475.31353560347,14936.84341166466,15442.95643580538,16237.62422302752,17228.67908475033,18186.8816465807,17031.14402834258,18915.65340052627,20966.52803911345,22590.52935438129
Germany,42335.30953613446,44174.87188178968,44723.28697814898,43997.80308298469,44984.38116759108,45527.57425064783,45867.25485868772,46649.70395175265,47620.3450381237,48603.28926794684,49934.05313740188,50665.93970430667,50465.34626697908,50170.13223252469,50764.31352732544,51243.0182861156,53278.87722659275,54892.04569441948,55497.2083439386,52552.78831425798,54815.94316481247,57940.05896965777,58105.68066431577,58171.13312541302,59185.90758522542,59645.49068948647,60523.64685272943,61935.58239191246,62439.12943105283,62913.91794142091,60288.23501451303,62474.36399908729,62875.20521846081,63097.7108010283
Ghana,2785.671143325006,2859.827021664115,2897.835431968584,2964.266009436585,2989.347310121313,3039.688730316742,3106.185554803875,3160.445040532495,3229.482282726312,3290.268652357485,3327.351992917668,3369.50702508212,3425.618209342781,3507.75105744843,3607.365222850211,3721.307857419958,3857.861548476053,3923.125678037277,4174.781241033644,4269.160058615575,4495.68916584106,5005.367324981874,5339.713219030446,5593.774818869173,5619.072335115914,5607.366356574134,5666.077953345908,5993.630852110768,6234.51208201488,6508.246523059009,6412.685417624688,6607.502973783208,6729.274403525619,6796.473619238187
Greece,26892.04402746021,27394.88075387914,27376.71810197379,26780.68567541265,27179.86758686227,27621.22127193858,27879.94660932351,28742.3019461556,29565.84406449219,30235.76846358696,31358.34085647416,32646.46770487929,34050.30059972619,35938.26962377498,37777.39959130027,38112.56863119843,40446.65625434214,41758.54928865533,41671.78145594544,39850.25112150983,37532.87723467607,33875.92068250445,31222.05084573952,30734.70703436491,31185.23374388317,31319.71242665704,31440.24678416336,31966.56293138233,32692.8278260795,33472.54378049233,30459.62504349936,33500.92264134658,35874.23858515407,36821.27536998116
Greenland,37619.55642137876,37644.57761918621,35849.48707366565,34108.67836165003,35934.10853407571,37073.57783188837,37573.33340663454,38057.17719537349,40936.54508142679,41500.60336852244,44368.72029529898,44812.16948539252,44173.92841555754,46004.07810755219,49055.2174880059,51480.1326804102,54494.3100375795,55992.2393212235,59684.35568295667,60206.53803250689,60625.16285493131,60340.05263528685,61267.46533267651,60822.13562744889,63919.1545760603,62503.39715198749,65345.93201086996,65396.68278126311,65979.16105599722,67604.05070099857,67560.25390277998,68086.46012381752,,
Grenada,8889.362838676569,8937.777071322746,8791.142497238332,8553.276602012147,8634.373963538887,8756.180581384328,9082.280995463365,9473.578649152452,10515.54950349117,11165.32734815341,11632.17445347484,11340.1824083418,11684.85919553663,12734.32509050915,12601.07149012766,14220.55128666256,13602.68540985278,14385.09184523696,14472.4228873921,13471.83040891737,13363.09202510897,13406.05987780323,13169.46047681333,13394.52167769851,14296.70914062266,15145.97202243765,15650.41172304102,16301.4724432012,16975.24760050602,17047.3549261258,14656.72087738091,15298.12311152373,16386.46233815998,16946.47315615404
Guatemala,7597.369835770743,7664.832103465967,7824.980145932358,7918.159654248704,8021.068092446365,8198.19599013231,8224.924763458914,8367.070102104433,8562.963178772412,8671.441581067262,8773.454153142782,8774.205533474556,8904.632007856515,8929.25781077635,9006.98844361059,9102.88788119857,9389.265298163102,9776.204059343909,9893.01137664653,9744.096868506653,9828.434506617705,10035.5774720552,10130.35014923702,10301.42085504908,10557.23441655357,10789.70947298498,10876.37511336738,11009.28674447835,11196.26439552636,11470.36422134877,11101.00962361295,11828.33000956014,12153.0305986535,12389.38587178203
Guinea,2105.747294962324,2075.991943026749,2076.550626906952,2115.866495939395,2134.897693557875,2171.725521532645,2205.32363416973,2272.411004639549,2311.327353403001,2346.270183577095,2358.287656084953,2412.751619596276,2498.131774951023,2473.234182954709,2477.502826023631,2501.221604562786,2478.61319510726,2587.004888764803,2629.539747463695,2537.306457587457,2594.830503442451,2673.40873029955,2762.903509385131,2802.560070244735,2834.966343478455,2869.851571787319,3099.788741893716,3332.765761505315,3455.645126386619,3557.462338831454,3630.993305776769,3738.805125513302,3792.010688362773,3949.340135108238
Guinea-Bissau,1913.549908982249,1968.740017749924,1932.653924525471,1909.147039003183,1910.185222227224,1944.521280515108,2125.326609735406,2220.729712882824,1690.46715114929,1937.625629556662,1920.019561208987,1969.588811518109,1997.165820911801,1946.910510872205,1924.835459973094,2003.560418602145,2007.98009416999,2008.73610505074,2047.320462560326,2044.777145866488,2104.290964179555,2215.403278118413,2120.309547415301,2131.830569060495,2096.578973380781,2168.716380852532,2227.156829638745,2277.642891718202,2307.86960988369,2379.604168109347,2360.531279156847,2450.977963982836,2507.0147245235,2578.804534271136
Guyana,5074.430934630842,5396.463251087232,5799.218172802629,6247.866046266588,6755.328450084524,7071.212570987839,7612.303996299942,8064.566890395946,7915.229305625988,8139.969920463436,8025.293004930597,8212.042951580383,8314.027005699549,8267.42883763062,8404.199890717104,8256.5249232416,8702.331053028369,9354.079874140314,9546.70845022915,9924.5262862017,10374.39441968751,10958.85952883196,11534.99818519013,11896.90660009437,12030.05254469149,12040.08214298206,12420.4720703996,12801.64043822603,12980.35717981957,13402.42151310478,19234.12957467488,22865.9321661614,37068.1968873149,49315.16031077507
Haiti,3946.365645804214,3939.535024226623,3656.583170523359,3390.881350705581,2928.675137197423,3157.783168868958,3226.668787766828,3252.026947680095,3261.586663724637,3288.685507959354,3256.629469766216,3186.833910855212,3163.589951985939,3216.801644578793,3120.844109582073,3163.113802465382,3164.823729414529,3258.366336632988,3289.705390108923,3426.389123182969,3195.248207236585,3320.346805811653,3285.707546022664,3376.639820004849,3423.653177345264,3422.097486277685,3435.731224440548,3474.346928983717,3485.696875487022,3381.584787364999,3229.475543566063,3134.950149384168,3047.651792994516,2956.46213701659
Heavily indebted poor countries (HIPC),2161.708831963637,2117.056610517619,2036.190657456244,1984.248496249472,1923.218973991578,1960.570749740923,2002.715114210748,2055.842314968911,2069.239601547027,2075.720606457933,2081.47005433864,2097.375815284379,2122.202373423979,2146.312238295225,2204.38873369521,2265.013076678164,2331.653559081907,2393.974096727538,2460.629711197284,2486.494733333352,2571.170713128511,2610.238827885206,2639.565806966734,2714.987507438374,2792.327723302362,2836.90862560987,2881.607986191399,2938.856553570963,2974.618213085421,3020.656853397544,2942.50459324494,2970.858547106207,3022.81001069778,3055.758154395397
High income,35012.65712541039,34899.07579580383,34774.18611550268,34700.41883396247,35208.02104230961,35882.51685645079,36617.33840203264,37633.8132014864,38294.34571401072,39458.27317294853,41034.48890604118,41558.80802983135,42098.14239091447,42952.65738486772,44347.22898921521,45522.8169507154,46904.53955632648,48132.04608070881,48318.12426793577,46301.07523646623,47558.01549185805,48463.51198596144,48918.66750697491,49373.50839406799,50122.50438396836,50878.17536378877,51481.23764240636,52534.31329599907,53643.23561970695,54511.96121364644,52142.09427462613,55272.55930980884,56568.92824585918,57259.7318788704
Honduras,4427.040220676577,4160.385966506999,4289.476136869542,4440.229156545652,4325.228353223289,4464.57980710631,4421.520753290424,4497.235698022617,4536.911896054577,4386.711521877774,4579.689608409841,4578.947879447725,4627.022787234557,4714.867010009714,4885.342583434222,5056.675444125511,5263.150290995781,5461.901518890309,5566.706394877225,5313.755739677915,5396.072279277437,5488.433715963321,5600.6077605497,5644.133848020449,5705.162462654839,5812.534887910499,5926.49025534228,6099.607349194135,6219.279737750595,6264.018842767146,5603.263983777774,6202.980788120369,6352.587101777318,6468.301920683205
"Hong Kong SAR, China",31598.89419268872,33124.83330892059,34895.90692063428,36428.67317760404,37767.31574424321,37905.73334182231,37804.15895367094,39402.68796507983,36776.4706594564,37339.98872794688,39848.63846657985,39777.91026736908,40258.23362016716,41570.62085509919,44836.22058493667,47938.9010059236,50981.76081554931,53813.06544788191,54630.36280348309,53172.29641995923,56355.41168359424,58672.83183457705,59015.32569437221,60601.59284018078,61839.79142887281,62779.72731971662,63749.38964005031,65662.81095352449,66993.92703075375,65388.33006968626,61328.54945784606,65884.93762606029,64036.7870392668,64467.5756817829
Hungary,21249.39831209714,18723.47243260384,18156.85605288537,18072.85059459789,18630.9706388731,18934.82641760135,18983.01066611651,19619.15464150079,20431.78783842419,21118.9906683113,22122.34289573343,23076.49864244362,24239.54583059071,25299.48793052679,26624.52328826969,27823.13356915124,28966.12295662992,29091.49934720767,29435.05633942861,27535.5924449623,27894.92056980366,28496.30636377693,28285.73977047989,28874.99983318324,30178.23476861064,31371.56745887181,32156.81453271462,33619.80916459396,35467.56019406938,37209.61805168916,35616.52272902431,38289.58021489153,40316.56933509662,40167.99247884992
IBRD only,6228.689875329663,6115.564425660708,6001.550758045523,6026.740128160685,6040.311833078845,6154.88639663845,6359.433540419102,6567.204056130996,6604.288755693183,6774.161414327662,7083.774782025936,7257.393009564415,7492.286050360009,7843.516966048642,8342.617951136495,8816.732265229486,9417.76254644514,10110.79358915604,10552.26131100735,10646.2646279562,11309.41307841597,11857.00499277228,12323.81922027141,12781.10493953697,13212.23214900794,13612.50944153277,14088.87703054106,14659.97066093448,15232.83949800614,15684.31035132382,15267.30412065161,16291.26477376686,16794.54349210093,17495.92116200168
IDA & IBRD total,5504.20899017438,5405.197339621721,5305.929465106962,5310.856524825131,5306.446936861594,5396.038836819237,5561.884299155508,5724.32204007409,5751.046988517897,5878.739948708471,6120.435401412056,6255.028660351667,6442.979206266448,6720.49092440294,7121.99629588175,7501.14558373299,7975.451980182862,8516.214755336716,8856.580857736026,8932.851911753514,9447.4809887725,9864.69423082557,10209.55969451439,10561.74170783479,10899.36266082276,11202.30293272186,11554.80049182,11979.53402314898,12404.09832950527,12730.00090281651,12357.0961347687,13093.64788206978,13446.96657342905,13927.50417112562
IDA blend,3677.772262012903,3650.055438954026,3663.473285413254,3560.014568787781,3508.89472538667,3501.488054183949,3565.277522967602,3540.362987791003,3545.192228767423,3534.751136880631,3576.17903221289,3632.167678983764,3761.142345154999,3851.848287647008,4039.043480500221,4186.974220314946,4324.089526430466,4440.76546675192,4492.378269795034,4623.332617177463,4751.680176797297,4841.395215967291,4935.509616882706,5088.285515092005,5253.080604529098,5345.546246273509,5379.522975877136,5422.635736189341,5536.886992353339,5586.689493435943,5400.317045777942,5579.565987639692,5707.835077890214,5732.93654378486
