REF_AREA_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IDA only,1262419887945.195,1285473602878.764,1304177376308.647,1335761636755.994,1349318705269.878,1418537070102.682,1493699866070.22,1575593610067.801,1642282173247.709,1701388086764.409,1771541924741.494,1838162339283.801,1917121263271.941,2018259247781.661,2141123886719.948,2279057449041.534,2429993375538.875,2591744886414.038,2750525186532.666,2879171847521.493,3063597684733.192,3224633123147.171,3318203050588.165,3462802878763.56,3654933202981.111,3836918710010.777,4035046097418.421,4269447937984.111,4490127067430.115,4728207806070.596,4721623464295.321,4890200987658.279,5105996715331.914,5302891971230.876
IDA total,2320402276639.71,2367103122800.535,2420973133236.446,2449312469220.621,2476397432232.321,2572346662213.885,2700007059056.486,2803595679266.837,2903522201915.561,2990569277174.492,3109906716214.635,3234001268365.504,3399995106799.347,3574714817240.073,3815578750781.336,4058559164597.587,4313767582438.54,4576871778854.139,4811003106299.743,5056123514277.815,5358588893416.416,5620463359059.537,5818049564952.298,6096319409731.773,6430236436078.39,6716739690282.826,6987129083422.297,7300832875534.263,7645966656123.141,7972954455634.722,7919490521258.382,8262587759231.283,8623398775799.746,8900036907452.768
Iceland,10213925275.81574,10191094543.33138,9847257809.183607,9976596563.603418,10336637754.14804,10348688589.94137,10821325987.456,11445890982.69012,12288629153.08725,12784465941.90068,13421777037.04651,13960459730.23045,14038571166.35708,14339373999.26981,15458189245.57249,16404916611.06373,17441214059.20951,18915844306.98215,19333789209.53467,17852084423.73394,17346375054.30085,17666550829.41673,17854458731.30997,18667275880.43061,18982232962.44459,19824410805.41599,21074079633.29694,21958126490.11411,23031697280.64716,23460358150.31898,21832102997.00281,22979207481.99532,25045614464.14992,26307207006.46166
India,1905660987236.338,1925800611593.233,2031380627684.128,2127886975436.517,2269581353432.305,2441490607802.199,2625811484450.367,2732152145428.855,2901119794984.252,3157745760533.789,3279034495943.528,3437214013863.844,3567964786685.363,3848420429844.875,4153328341064.717,4482414430651.377,4843729870659.973,5214799058396.789,5375764159724.536,5798400761878.85,6291124777993.232,6620862520105.21,6982122438465.141,7428008206430.008,7978440521051.126,8616416873256.673,9327814573620.6,9961675338509.531,10604587056326.24,11015136957033.92,10378712667572.02,11384367630967.94,12179797874332.25,13172809037823.41
Indonesia,894210723157.6115,956018414859.1598,1018135773666.701,1084278028744.422,1166032278706.765,1261880218291.596,1360536374441.613,1424479935803.667,1237492364936.663,1247282489798.416,1308649633293.177,1356329843593.815,1417357571125.177,1485112494798.99,1559826632354.021,1648620875616.965,1739310715105.454,1849670366569.785,1960904059994.012,2051671782944.755,2179364842980.238,2313826950890.818,2453351888053.599,2589691121689.592,2719348369403.805,2851952560361.745,2995493305785.438,3147358403078.006,3310211902647.796,3476360960874.611,3404556313997.131,3530623140454.746,3718008116107.649,3905697098370.965
"Iran, Islamic Rep.",528140455519.8923,595299579831.7094,614932452338.8049,605886725354.4114,595597035200.6031,609897585367.6451,648629290219.2874,657388375443.5151,671062131095.0823,684501467116.1542,724514188449.1893,741845819158.4116,801778276403.3823,871046294173.3917,908820662510.9438,937810261095.5084,984698854165.3315,1065008662549.677,1067680306564.493,1078435962762.603,1140963014444.402,1171149677379.152,1127264691633.119,1110107957441.813,1165444342122.21,1148838101214.513,1250109175218.833,1284593502395.332,1260982576565.626,1222262997077.033,1262967880610.568,1322577157396.527,1372526021632.215,1441768456653.302
Iraq,188735900982.3949,67856016582.82407,89971792816.96573,117224095451.4886,121742536248.6581,124323504188.894,138024931090.9247,167338577797.8242,225908699227.2207,265623833441.9296,310238369622.0526,315719067854.3038,289818407492.7437,183580310188.3031,281585663496.7137,286302867166.1104,302445479298.2797,308157281224.7466,333512792372.1779,344783187144.6116,366858154275.2098,394542999234.0029,449528208827.6833,483819505901.5435,494771670848.0579,507669212665.8839,577663460717.2721,567151427862.2133,582089351365.7517,614184539161.7937,540256416973.078,548372044650.918,590266634644.5459,572939016766.2992
Ireland,103898449332.6333,105903314227.1338,109443952891.1595,112390850381.2098,118859873861.2896,130311336753.7377,139927820773.165,155350332569.7802,168968538329.9596,186760731075.3588,204322822361.8083,215163826650.8766,227857129382.7742,234724375834.3965,250657791888.5835,265045003592.6057,278265063220.5051,293041263213.7729,279901088477.5126,265637940049.9391,270108553133.5836,274562032458.7275,273466639871.4847,279461509217.7171,305552129976.9788,380765528346.5319,385420914709.5312,424154284951.2333,456153934423.6917,479146602879.0905,513443431963.2988,596906810493.0546,648357214225.1255,612503012553.1909
Israel,117303143468.0142,126366119593.3488,136171203201.9281,141777039751.8314,152308018792.8919,162364802789.0317,171892908524.696,178346285325.2863,185594792664.4861,191762548879.1227,208303979395.3339,208657316165.5014,208403859649.3138,211457096419.887,221351844041.3748,230683001607.4537,243557491849.1269,258226619777.9869,266711887683.261,269667662863.114,284858364738.5195,300704530744.3781,308344845273.6888,321389681292.299,333876712479.6961,341600986065.8718,356519670049.8828,371755259307.665,386902338148.1306,401547138929.0866,395666056874.8808,432636728211.3808,460629931782.1606,471791026861.0283
Italy,2417270297132.799,2454458732996.945,2474935680298.768,2453829285676.343,2506611734295.253,2578973522866.663,2613675797833.879,2664007907552.356,2712076554235.818,2757584970581.68,2864637144805.145,2922114178350.965,2930001830058.454,2931951859182.516,2975169465014.481,2997852475942.369,3051798228834.729,3096424430951.225,3064743721190.669,2902154346079.795,2946531355271.124,2967023394437.583,2874296828244.893,2822041391578.641,2822002231810.109,2846995792322.209,2882190955230.13,2928412650036.711,2952620276493.42,2965291816502.398,2702323178679.184,2943669338991.136,3080896216809.195,3102389565334.617
Jamaica,20805277768.25156,21811886779.9552,22238427496.5236,24332643023.17862,24669258325.49755,25248975298.59805,25220259334.45914,24932632397.04586,24350566743.96318,24605681269.11627,24821892263.42831,25155729230.81519,25658162332.65742,26598872052.2463,26950967997.8598,27191855193.54187,27980181160.4813,28380844494.07111,28150466762.61168,26927244007.35534,26534874422.71363,26994027592.32702,26828382510.40829,26967269294.1258,27153295546.89001,27403509669.47107,27780369054.9159,28057373521.5643,28587636468.07413,28842721562.30379,25981430580.28751,27176946493.56595,28595996148.63768,29225125642.30867
Japan,4359455750979.678,4513054950602.929,4553698894655.25,4532787411516.853,4581894867659.989,4702444504054.219,4849813048319.501,4897400807404.31,4835187631503.119,4819041491488.232,4952271004085.369,4971391892104.166,4973478012392.715,5049827141562.046,5160222205244.896,5253307498616.569,5325401270778.124,5404428596683.289,5338262771821.883,5034342854767.024,5240646092731.59,5241893865608.994,5313956853903.914,5420507012175.161,5436562852839.711,5521407304106.668,5563029149115.295,5656228342804.805,5692620008228.83,5669726043830.841,5434595763518.566,5573684472783.448,5626898497240.497,5721375221554.393
Jordan,27489630506.35072,27931809754.78897,31939961904.01943,33373104730.34318,35032240855.96117,37204546126.26727,37981012735.6523,39237605192.24345,40419509620.23693,41789541345.61922,43563804884.17439,45859598919.68529,48512030037.1975,50530939451.74283,54860033293.25539,59329257918.72651,64130760094.78069,69374200031.66914,74383285316.99576,78120085913.8907,79928436395.81136,82116221480.28842,84111118476.94064,86306374406.12173,89227049520.72913,91454628503.294,93278399190.70628,95585731951.6258,97420089930.88487,99126150272.36398,98033034783.6004,101616771489.0926,104307010646.4795,107100635624.2872
Kazakhstan,288834656343.7153,257062844141.0179,243438513404.2825,221042170166.1392,193190856728.9263,177349206474.87,178235952510.9218,181265963702.7076,177821910393.3987,182623101970.1831,200520165967.172,227590388369.6036,249894246428.9336,273134411347.668,299355314840.7821,328392780378.0234,363530807878.4719,395885049779.6342,408949256423.1971,413856647497.9393,444068182778.9384,476929228310.9828,499821831247.4131,529811141105.8179,552063209062.287,558687967573.9762,564833535212.2715,587991710170.511,612099370246.9211,639643841913.6569,623652745889.6101,650469813945.9907,671284847990.3588,705520375236.0977
Kenya,95633729813.21184,97009274497.77815,96233691208.8466,96573585965.76244,99116160385.38904,103483433023.06,107774724660.3214,108286548898.4021,111849407789.8689,114427971280.8822,115114190550.4481,119465399319.131,120118707240.57,123641158956.2215,129952174356.2354,137628015358.8985,146535980808.4194,156574764869.4055,156938461030.9286,162128321485.8659,175193389475.644,184165228865.4008,192579148133.4792,199893012215.302,209927863314.4009,220356494132.9848,229641252624.0494,238454787849.1999,251922586472.0681,264806307742.6209,264084005302.165,284129273925.3864,297937902775.4327,314490954311.8231
Kiribati,165694502.2129093,156334937.8334132,193791644.8440086,193590072.5568838,197549463.5036939,202986443.219103,202880824.2528795,205269022.287392,214387624.5573355,205995944.8302405,219885544.366875,212972078.0639239,216054117.1196412,212650304.6551134,211355330.7878191,214086933.7862074,226454553.1930966,233372961.3557402,226407389.6610056,227622714.5435355,230413284.4861917,237933386.347224,251742185.9231384,271204154.9588596,274631281.1261693,305569423.4828805,327228274.6694374,339496488.1473012,351309060.6806816,362776699.3809034,360737834.6559662,391482298.1860097,406771063.1086499,423548703.9097793
"Korea, Rep.",588382601323.5679,651798808335.1166,692201488227.802,739807466499.0455,808377752110.8534,886099759711.6288,956019262922.9314,1015010932749.888,962946473083.2716,1073366990752.078,1170622984750.608,1227426289446.676,1322246721542.681,1363861676169.231,1434746905133.043,1496563588380.105,1575347583369.306,1666710629171.848,1716928368302.34,1730538442128.624,1848298553251.336,1916420697546.008,1962463298750.504,2024569544253.652,2089405448447.385,2148099005186.533,2211400941992.324,2281273156513.036,2347598978355.529,2400278579673.999,2383250634761.458,2485843254661.735,2550790190109.814,2585397608581.048
Kosovo,,,,,,,,,,,,,,,,,,,12783215864.15314,13426832137.10992,14090111060.11283,14980579340.16274,15237076214.24564,16050857846.45785,16588369741.94383,17569776062.03141,18548724460.52504,19443822031.01015,20106201546.94935,21062613456.75574,19937811875.24357,22080260569.62508,23024964288.08099,23961533955.51073
Kuwait,65265186807.04934,38501375622.07929,70384106440.60043,94307993304.8034,102263971836.2099,107232253433.9043,107881144922.4337,110549396528.4639,114597775930.7596,112547611262.8833,117831251017.2402,118082623460.9567,121641968085.2884,142717680312.0117,157332396158.3322,174023860841.2106,187101358949.6815,198311678152.4977,203229325759.8385,188848703985.2719,184372050866.9057,202124455678.5753,215516969531.0857,217994260474.4098,219086227189.0858,220384908472.5972,226833533761.883,216144635033.2673,222074196813.7089,227101550024.0089,216161094987.9782,221048078205.3134,233999746816.4576,225481159421.3086
Kyrgyz Republic,26767574229.81173,24641178145.04183,21231371881.70681,17949144416.00238,14344030249.74859,13566035592.52709,14527121709.03582,15967522710.19639,16306327241.1597,16902452223.93024,17822509597.69101,18770956084.5805,18767704089.07568,20087128712.94155,21498613569.16347,21460880190.69365,22126789572.15277,24017053497.04637,26034874118.05849,26786317277.43432,26660001952.64332,28247944796.511,28223044176.72107,31303721942.48259,32563395806.33648,33825496186.79504,35292120966.32264,36964945345.06641,38354054772.79719,40118581257.20347,37250512878.80332,39301901464.03105,42826301521.67959,45460715137.64185
Lao PDR,8647627883.054249,9019178718.495316,9520632227.101202,10083544991.85749,10906263296.49811,11673110406.14069,12481861284.24375,13339626184.04242,13868890271.95997,14882203552.15664,15745190141.84829,16650761035.62058,17636276902.7053,18706270228.63396,19895557925.45181,21309648307.22076,23146383622.87859,24904774760.22694,26853549168.65104,28868041983.23591,31329592647.86898,33848069786.96431,36564749186.28251,39499545733.21951,42506236713.31655,45596468110.06974,48798633403.50843,52162094276.3004,55421161065.78873,58445901221.9388,58739902707.84196,60225053628.21008,61855602705.69786,64172516512.08183
Late-demographic dividend,12254580628018.08,12151649469342.6,11882006568450.48,12132656883078.55,12368815801538.62,12911487776449.24,13438080937856.19,14078860294783.92,14299074776036.58,14938853478526.22,15989978570641.28,16787436406982.54,17751700935085.41,18943536604424.84,20444579786294.63,21954905247278.71,23921770232967.52,26259520154686.44,27997972474249.66,28658491528605.53,30810526250574.12,32882434198756.27,34712331416892.0,36496088611158.87,38218177164596.67,39740368373366.91,41333672988704.45,43400697060332.95,45647895132072.48,47663176325523.63,47517141125604.8,50894917920682.59,52378281561476.53,54502136185416.06
Latin America & Caribbean,5490449411127.07,5669528941731.643,5832259404546.323,6106460289286.202,6429167138727.967,6483743865084.979,6733924990083.42,7099445011114.656,7312119579758.076,7351060064893.438,7614119941940.695,7644184855253.74,7683366490472.344,7874943312780.478,8298329684815.373,8623655807795.237,9066954368463.44,9541215458924.96,9893328530876.066,9668812599470.469,10294917070987.33,10761251997452.37,11045429581791.27,11361454949913.7,11528158536431.6,11584495056528.86,11560492280662.36,11787400994701.21,11982894856904.24,12073861943889.26,11282999706782.53,12108231589546.53,12597580177284.49,12866629217268.13
Latin America & Caribbean (IDA & IBRD),5290495042324.085,5464611611857.857,5620278406821.937,5884894128569.75,6197222801495.457,6245164542316.061,6488061441954.692,6841276881046.768,7042779133982.242,7072893239213.774,7326237570345.162,7345968150273.499,7382776762255.334,7571576346707.994,7974096745144.498,8297448031237.344,8735960060445.646,9204590100301.95,9554830049200.488,9338599246383.93,9956535696859.916,10417100779617.91,10697800922494.46,11010314232059.71,11176309044751.29,11233157022077.3,11211230247170.12,11438876017821.14,11637545631268.49,11724698308767.22,10956764641023.28,11766796566054.97,12241978870601.63,12505298369190.24
Latin America & Caribbean (excluding high income),4866507469120.865,5018281748013.344,5142704238963.015,5383108542380.646,5669460488524.486,5696850823153.361,5913757076627.926,6228112340140.874,6404551874471.639,6431125020151.875,6660407352233.34,6671649828505.382,6699281688105.501,6860694309827.729,7219562077058.601,7501735208092.743,7890399293907.905,8309045536328.618,8618941654608.884,8412415597369.424,8974239445398.525,9378822715600.455,9606501701056.928,9880096991160.334,10021308036187.43,10059481402554.73,10025611826466.92,10231674464103.46,10397078240483.33,10471737839299.48,9797210749692.95,10494294300351.58,10908633786433.14,11138988834711.92
Latvia,46586636116.13198,40718945972.06623,27640602617.80501,26263276960.82552,26838419558.51891,26584860735.64572,27196300501.86309,29690605042.63285,31635339455.22688,32526950730.21202,34426859636.50032,36651032257.90096,39460513195.86175,42786693072.76754,46519892620.81799,51923325416.4915,58582501295.28919,64683597710.9453,62491654641.30936,52467981416.45536,50546992682.46442,52081774224.06918,55886473064.51219,57057904475.36706,58253244520.37193,60457177553.60875,61999854800.69798,64107198479.67706,66870033392.33134,67321657052.08512,64986114499.08479,69500851396.35481,70760681099.05415,71968421042.70764
Least developed countries: UN classification,983765331225.9154,1000352098563.578,1005575341863.571,1006138096026.536,1011163863733.763,1069324918184.731,1129749790773.312,1190476187947.302,1237690554397.69,1291216210230.709,1350050300130.529,1417482146904.67,1496179745902.717,1577074940512.118,1681349770168.329,1810894472117.788,1943865834778.491,2094780796103.101,2236495178240.435,2340735275612.242,2487467934881.835,2611574120621.966,2740370103095.467,2901440558774.557,3080559380737.845,3237563147355.181,3395300084533.694,3575041253874.53,3757823500694.126,3964227823147.659,3967116789461.441,4075047084176.703,4274610743377.641,4433393984270.531
Lebanon,19218051453.99395,28720874228.40224,33442110823.44256,37042378047.90435,40044752422.84993,42627183473.03723,47438059997.4167,47938515718.05382,49695809290.93372,49434615753.16947,50097964832.271,52021560996.35287,53802336972.3502,55538591257.3537,59248260701.12353,60839538228.66601,61782255999.9562,67534568644.4133,73659365299.94191,81196306155.03435,87671821639.35185,88432234310.68361,90700336595.22304,94172230742.89404,96511525556.77382,96957718406.67592,98464974044.72932,99354140787.49614,97481607576.9354,90740827788.84856,71322381662.8598,66328931529.50907,65916578510.72458,
Lesotho,2573660195.778319,2752956994.752604,2944462730.334336,3047806486.766788,3230061460.278058,3336360784.2619,3523098100.404641,3653579682.707495,3709759166.052962,3727418549.059704,3871876398.457126,4009776444.896447,4038800653.017379,4222960962.8869,4294429263.583415,4443279430.835025,4631234382.007798,4825186499.676105,5091701799.903096,5027864191.474381,5292816081.65889,5537154381.35101,5887882377.055083,5993424173.356616,6095944684.887471,6286386067.742372,6513255914.508269,6308858549.7947,6215447498.184688,6127312836.100582,5627571725.693638,5755132494.465519,5892552408.759341,6000187259.429482
Liberia,4150264277.293271,3559880300.209543,2310872163.708635,1548852933.733908,1211786194.466785,1160088911.367623,1300705650.957511,2683093203.55195,3493605416.056037,4253165779.138645,5470248902.236882,5629995200.549767,5841852911.782749,4080818597.754694,4187729797.069335,4408892704.614045,4763540064.530891,5217756726.7023,5590601506.208879,5886933603.402072,6246026265.206875,6758248402.48728,7298490239.55171,7932531092.913197,7988169318.677052,7986686317.47471,7862496650.329418,8055533202.309406,8148782050.609714,7947727343.767081,7710687069.059642,8095196890.78495,8484422471.247752,8881812193.119013
Libya,80555801699.81256,93166918529.90463,90639976347.909,87229019426.11548,88916714929.15448,86942402005.74304,88797859977.83942,93426600292.5007,90107858790.93796,90783360696.19292,94123526021.8574,92464279918.74033,91577642404.7609,103497422450.8229,108115103811.2471,120949184548.8528,128811517035.2411,136836452372.4305,136614711311.3248,130603415698.4893,137169172874.2371,68120248021.5859,127266844407.7052,104361406654.041,80313610359.14972,79636842700.15598,78449504267.84991,103939162010.6682,112193353209.1678,99632092392.02876,70285163941.36023,90199384483.2022,82756464976.34149,91161061089.0784
Lithuania,76055904711.50494,71739227870.57178,56488206535.35366,47321943000.76662,42700457422.381,44105336710.52993,46322486719.78291,50167544859.03114,53911517497.82663,53320106801.41663,55142918204.13289,58718454259.31924,62664239167.90033,69276505351.42734,73780889381.77399,79485218054.50266,85363531320.37387,94820045109.97832,97284853773.81892,82849132871.4193,83203063566.46767,88464523610.47224,92341840166.45486,96078835348.0484,99703449106.52112,102527856964.7853,105267319484.5859,110122504212.4998,115538736196.6921,120942889074.2447,120994669583.755,128714149784.3773,131980303525.1125,132432022680.3973
Low & middle income,17886028912479.65,18223323178033.59,18837868427796.99,19565773380875.64,20318166182538.66,21186485563063.02,22430026912855.07,23582535489060.26,24260453089120.58,25158587498671.72,26497182430564.08,27457740994398.58,28704531592640.37,30351317457016.91,32644975339128.71,34919041741583.14,37642996472894.12,40760979049681.34,42971793684381.43,44510590534459.79,47964364832271.37,50863165026697.95,53473428576266.04,56319781063524.02,59130531713723.27,61895942984615.91,64925678702958.71,68333274276258.4,71710841972352.05,74557064495350.64,73291305060310.62,78475011584898.16,81616556736751.8,85489109960718.2
Low income,524593862863.3536,530567087728.1727,530836362951.2355,537735782088.2733,543740729068.249,571780851162.895,608979235046.0513,647679734924.8385,673441903487.2728,684770481091.4438,701492404265.4866,727803780901.4685,766562590932.411,809766854940.089,862827949592.3309,922006988613.1594,980900252230.4702,1047746865460.842,1108864773961.833,1160388429085.531,1241158370474.162,1286695449915.848,1237991958153.343,1246526875013.36,1301055593561.092,1350562788642.655,1399835866787.693,1456312145964.072,1510228300322.907,1575683995461.668,1586439199732.878,1614814799469.773,1671580866918.239,1712592007142.762
Lower middle income,4955831015075.697,5052262927469.575,5252155405537.799,5393615764339.452,5627901604690.612,5940207224047.946,6322382220992.384,6580933057714.48,6898021007572.144,7305188339887.013,7621767987379.848,7959073725638.106,8298270929431.81,8807064598100.887,9431383765629.207,10079468499591.15,10801262894039.85,11557832916197.89,12073933029667.55,12810227414364.96,13699511030945.84,14356030625593.28,15100097472249.92,15959063213794.12,16952801815502.78,18012480968512.14,19124386371382.84,20222406866691.52,21378279411752.27,22281384949486.05,21493734881559.24,22982759476189.42,24376493981588.54,25808467605011.08
Luxembourg,30909799825.29794,33581701040.0523,34192771286.53515,35629090174.0758,36990449275.97188,37520226486.4298,38044787198.7759,40106751242.1262,42783681242.67442,46281324863.49689,49492383463.67118,51013955028.95866,52659367755.67867,54038715954.71399,56325575677.80823,57724069173.04279,61197161927.00204,66153316656.14601,65954740147.70998,63818496435.80924,66218335850.34305,66909853067.18575,68013800091.06844,70171055340.47466,72011702480.23022,73646212929.93163,77312461659.08684,78330811865.97307,79285916624.0437,81597773370.8149,80855372513.45918,86651410643.29202,87847361187.1977,86884796904.83885
"Macao SAR, China",18503752017.47831,19180777634.55975,21731634141.13646,22858799032.54457,23830938380.14871,24616360764.18684,24513212257.82769,24444783013.88296,23327307218.9626,22777249137.10602,24086084587.65942,24781882829.18589,26989987547.50848,30131878939.83786,38156065681.10851,41237400220.38946,46759377793.69897,53528422827.4525,55343917281.84443,56049000907.50497,70130084090.67961,85289886682.82361,93172572244.13776,103191299868.6469,101077461984.903,79331294199.03491,78792540063.08072,86561580596.84064,92106166061.9549,89745054361.5966,40981042875.81777,50626336573.19489,40698847940.61208,71247963597.95363
Madagascar,23811654000.81922,22310007379.56718,22573462898.66647,23047488278.85453,23037784986.06746,23424495475.81885,23929107004.84417,24812926805.36246,25784867660.05428,26996557132.53999,28199755602.47758,29886167474.02084,26177900449.29853,28739379768.78468,30250210004.19515,31688863132.9042,33399589086.3793,35306894063.30927,37676916122.75912,36177861416.3771,36401889113.02162,36976466378.82689,38089882549.63474,38966093153.08243,40267250148.25692,41528540449.46717,43186835727.02906,44885506816.55978,46319309928.94233,48362562210.50333,44910601332.58751,47488297274.94716,49387829165.32616,51264566673.65543
Malawi,9998939789.353228,10871870406.55006,10074638505.06237,11051056409.28292,9919408151.88477,11578807819.11766,12425992341.29947,12897238047.30982,13399618164.47981,13807271818.25488,14024885139.87784,13327152206.84144,13553713798.28786,14327039833.8245,15103636676.84314,15597333179.08364,16330407801.89067,17898126930.66608,19265496648.58755,20869948373.04286,22304562367.90493,23404772824.11414,23849463507.94115,25139802956.7234,26553984750.45481,27297496323.80084,27979933731.62852,29099131081.00059,30365980584.46152,32101950612.29464,32356710546.2459,33831623933.41867,34143252119.55881,34789398821.50946
Malaysia,214242312021.4119,234692742103.3384,255545469125.778,280831548487.7921,306701868103.3957,336847856021.0141,370541738826.6255,397675553808.7317,368408958702.0706,391020471199.4103,425660459259.4818,427863998400.6311,450930096523.9636,477032181941.105,509391362925.1016,536552819272.4959,566518473663.3546,602202259558.637,631299287007.6575,621744391014.9746,667907963161.8218,703266428543.8888,741759394361.7402,776575522140.4951,823222254452.9265,865136882439.813,903633582498.5295,956159294251.2008,1002466920504.23,1046707664542.574,989590433102.7218,1022398815013.978,1113001976860.607,1152574619172.822
Maldives,2001980131.993082,2030862620.476601,2166337918.279848,2286716311.088312,2463925077.083056,2783885079.405234,3002660785.678907,3254822458.070855,3498761088.640514,3714832531.682812,3857697941.289837,3705564442.492913,3974899184.845432,4521449796.649944,4784433907.499452,4247468937.639047,5250117887.230179,5624106236.972541,6129140677.727284,5629139894.097221,6013918139.160741,6529473247.043105,6683813506.932603,7149223925.839512,7706941662.255501,8013039474.49744,8539675344.841274,9142110073.69631,9934548745.549322,10659605467.76513,7151654156.25662,9834087308.925957,11193757023.57704,11722817847.7268
Mali,13527707319.51402,15116564112.7622,14630012933.84143,15094101548.4641,15664648632.58862,15808923555.01445,16924367275.75807,17741649090.78509,19084987793.77718,20173012194.30973,20160739948.02746,23260703598.92418,23983252754.30405,26170295644.8138,26578551906.33091,28315401474.95846,29635518406.85897,30670869860.40363,32134834976.5772,33679338705.51327,35469036966.70555,36608704575.08061,36302386865.74612,37135551435.07928,39766487861.55936,42220795969.04237,44691683273.52491,47062780902.97272,49296608422.49827,51641234391.81845,51003232530.64865,52560164127.7227,54386604450.41881,56919266788.7496
Malta,6434102836.31781,6836651970.828255,7157354695.29686,7478057819.916101,7900650699.639944,8401748931.706869,8719111198.702665,9177473143.236795,9647873819.598648,10103251040.57149,12091699166.62086,12000204588.84839,12329144613.53145,12784615432.85827,12836669240.78134,13206451483.98865,13514970399.40958,14195674041.48043,14821721185.23206,14614907402.21465,15520643660.07598,15674602807.35612,16317667542.15952,17344328799.9652,18667896969.8859,20463953550.18518,21298416132.58263,24061272091.57607,25791060170.25022,26844549159.83163,25911784963.24102,29399590301.03991,30619050855.11448,32915024198.42874
Marshall Islands,174302390.847902,174455427.1479978,186913081.9444143,198139548.5099925,209785591.7177206,227015899.8031691,203626549.02123,190501442.3221622,189217279.7488643,186691755.8859887,191273974.4778888,204529345.9534963,211965603.768536,208655389.7041234,207803334.0038617,211525184.7621398,211897369.8379676,219713256.4303516,203088989.7100427,210532691.2265989,222194490.2692037,221077935.0417203,218224516.1270404,226536649.4871948,223683230.572515,227901328.0985635,233608165.9279233,241920299.2880777,255194900.3259364,281868164.0935962,274052277.5012122,277401943.1836625,274300400.8850974,263507033.6860908
Mauritania,10773605994.0355,10966247472.60451,11171768738.19582,11827957928.66612,11465935808.83042,12591867821.415,13324566779.94059,12785628490.48181,13140788290.39113,13623472876.08463,13089701686.84718,12985050329.49072,13164436717.04934,14076504380.92694,14742711250.55539,16005614255.04981,18939955318.50076,18566947529.64033,18505476223.94439,18523588628.00007,19008949158.1785,19802151410.00377,20687310190.27229,21546001790.28469,22467055292.47983,23674960402.4649,23973480163.53759,25476748185.73119,26692542851.29208,27530956928.3359,27431664499.2464,27635403694.62498,29513507139.62104,31434006298.06421
Mauritius,9477452905.28988,9897820235.888742,10542435434.12302,11078208639.95367,11536419175.79225,12031070439.82874,12703347878.7132,13425847920.75504,14241057374.83376,14612881747.97944,15811546006.24308,16340843948.42007,16604735286.31979,17588639824.38268,18350231420.94019,18676414678.78019,19585123966.10559,20706767180.56459,21822232972.25577,22545656797.94888,23532526014.05507,24492073720.19384,25348345607.42352,26200152959.3989,27202824905.97338,28206760638.54067,29296237816.33751,30449918917.40691,31669968172.80733,32585637210.0229,27845555062.16679,28793361692.73709,31350179155.41193,33531614722.4901
Mexico,1421578388982.458,1478098994822.081,1530846635746.839,1574736000444.628,1643931914196.899,1546770612460.161,1642953405506.27,1761227586417.65,1870160902789.114,1921684404059.062,2018331370203.422,2009231819026.691,2004478217612.062,2028242206233.011,2100557985625.391,2144947966883.724,2248013006849.647,2294723658359.317,2316370517797.266,2170549189854.803,2278454452375.846,2356925450340.404,2440671979045.553,2461468983039.098,2523098345071.305,2591280622698.733,2637210896525.437,2686572325358.259,2739553737357.151,2728795769496.98,2500831227910.734,2652093590665.914,2749932269528.649,2837929584230.907
"Micronesia, Fed. Sts.",316480756.2021852,339986861.8835101,353613589.8147128,382400052.5693788,380356043.3796983,407035984.3302995,394082587.0929972,370197488.0410858,380750026.1510093,385983200.6788885,404641257.2304897,413412270.9975075,415673626.4976906,422208494.2111981,409203826.4100547,417559224.9751708,417220771.1201796,409559824.6772574,399695606.6619588,404064676.3049007,413194073.0165091,426369074.9167926,418409532.7980779,403013033.5768101,393720456.7982255,411917759.6116529,413911860.9102852,417318542.893086,417318542.893086,434351952.8070895,425835247.8500877,437758634.7898902,434351952.8070895,437758634.7898902
Middle East & North Africa (IDA & IBRD),1890554560501.861,1876383312320.021,1965150228121.704,1999832881317.928,2039716945003.539,2098223220040.334,2231242065646.975,2320964068901.808,2468171274318.202,2577919257467.246,2737307901907.754,2817053314539.801,2906913622566.72,2961078688611.917,3190164093331.744,3325469846182.858,3507499608821.159,3722155752143.183,3872934726267.773,3981883526623.651,4189944625742.991,4235655618958.326,4306320591887.213,4318683786534.369,4427726606263.031,4512029307376.781,4769915689147.336,4911042849957.001,5014220316953.632,5095690848116.88,4997076826971.127,5199831908925.7,5438922422389.54,5620072612594.309
Middle East & North Africa (excluding high income),1898987249113.93,1884752791054.07,1973915645579.578,2008752998365.412,2048814962174.442,2107990388968.89,2241101103066.887,2332328302405.152,2481210621893.697,2592061886760.327,2750146008568.528,2828612793222.015,2916919612111.507,2972574981782.395,3204285425079.348,3341241525160.593,3523060574488.54,3738285861537.272,3890294459837.136,4000790772160.519,4209949682159.426,4257670043001.815,4329723785349.185,4343233865265.398,4452209808143.091,4537443132497.26,4797616839055.631,4939119360171.867,5042630931754.028,5124485421023.701,5022496246777.014,5227069567345.53,5467265625986.728,5646683732196.358
