REF_AREA_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Korea, Rep.",25704085715.3594,27486919211.90324,28557609625.51478,31133668301.71912,34083217464.92447,36577575097.09735,40964673582.66593,44684104770.09422,50567110466.61993,57930372849.43443,63753959604.84635,70477142055.03767,75561617309.30344,86819030861.15463,95077114202.409,102531096575.674,116087191990.8219,130407687325.5066,144691222664.0818,157237726606.5551,154650084773.6753,165856302541.4418,179685530559.4178,203720580660.9915,225216443661.427,242870854434.6469,270381470486.161,304783976338.5288,341320612492.5671,365461856267.173,401560542993.627,444840963700.951,472415066061.5718,504905290009.9694,551703276662.8129,604747148973.9841,652465952372.0049,692726706028.7677,657193648716.4579,732553666046.9824,798929132744.3018,837696366558.2772,902409606062.1469,930811064125.1514,979188957980.11,1021377732486.555,1075146392089.854,1137500027631.576,1171772731392.344,1181061361993.541,1261430519849.419,1307922658113.405,1339345905332.01,1381732300870.284,1425981639370.354,1466038936206.428,1509241369553.54,1556927899270.748,1602194079769.044,1638146960195.057,1626525694049.927,1696543311942.809,1740868427277.008,1764487367948.698
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580661082.498626,4811290686.576837,5048966087.018206,5368051162.242688,5459962717.314587,5751568358.018805,5944177154.365356,6295848422.715734,6646638934.149467,6967382841.608456,7204735953.904349,7547450874.832311,7144396206.529796,7912108452.015963,8250627929.713088,8586232700.236791
Kuwait,,,,,,,,,,,55498510612.25525,59407648634.50105,61725008154.27558,57669628994.67015,50177583172.31684,44018581539.6242,46926530255.14869,45121014705.9901,48439563532.48594,55172280387.21904,44462929600.91246,36048439696.97187,31813071452.5878,34338543355.35061,36138434243.70808,34597277671.05914,37561472977.20705,40621287487.99435,36537785033.07721,45998461515.65823,33933574483.50055,20018165293.10761,36595073655.69624,49033910293.69367,53170492188.15406,55753669558.79107,56091050155.32287,57478364266.31483,59583253422.48028,58517303582.07767,61264446307.31827,61395143329.10374,63245766790.57159,74203741257.91953,81802425533.38907,90480881656.24812,97280314521.33116,103108938022.8192,105665789072.0724,98188818209.35208,95861255086.33553,105091329807.7792,112054549995.5806,113342577209.708,113910327577.9941,114585555830.9162,117938413874.7781,112380894485.0551,115463873883.0302,118077764579.78,112389452571.3259,114930360168.7458,121664370029.1819,117235268788.3919
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,4159487047.16273,4296748804.152573,4863920937.723792,4999612217.744798,5284729934.962103,4864914939.912822,4191715901.495713,3543704782.05536,2831946047.782809,2678346337.216584,2868093847.632879,3152472634.587165,3219362911.289508,3337056039.339848,3518703233.189075,3705955297.867847,3705313255.453202,3965807641.190416,4244477505.272234,4237027793.42929,4368498475.52979,4741693829.845407,5140072739.629852,5288430380.284236,5263491909.116236,5576999924.820182,5572083788.241157,6180302892.031295,6429000667.909093,6678177511.663131,6967733666.777648,7297999868.503012,7572252145.255492,7920623120.268602,7354379549.419781,7759385792.104207,8455209116.531332,8975322159.940475
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,2109467955.253262,2216417220.063359,2324692154.922085,2291546871.250543,2245482171.913529,2564130387.500997,2736044527.066104,2853600421.420375,3012256546.123402,3190357917.97419,3450659811.761744,3693284478.989329,3949167183.901958,4220557557.232254,4388012740.399547,4708617453.273279,4981659930.075988,5268175760.923805,5579985581.019995,5918523434.75225,6294805131.651108,6742212710.022675,7323341971.831259,7879683723.910012,8496261313.367072,9133631713.05317,9912447859.532236,10709275115.06964,11568812077.43863,12497359667.47016,13448654116.29744,14426380125.64883,15439521179.39865,16503694943.28559,17534839203.11156,18491844275.71057,18584864138.18996,19054754737.37994,19570648221.68624,20303702352.29504
Late-demographic dividend,968408617389.2206,933245108561.262,960948914304.265,1000634255349.607,1072467192950.44,1146835778544.504,1234961355678.667,1257142410875.721,1322671119073.784,1454184430851.208,1611348652553.969,1748435853559.547,1886100412544.234,2071569024904.16,2175285700844.209,2268830617365.449,2419487760843.744,2572404669591.557,2743249884984.855,2956420140758.605,3172120164567.241,3176012664367.617,3236872214457.029,3292793078563.758,3549440060627.155,3805882437290.674,4025678786719.745,4284467097864.925,4503436048252.149,4716237094628.348,4726978084537.34,4748965931511.936,4785056249021.018,4990409351467.251,5210806711157.876,5504420953505.751,5783379947554.532,6107989803160.886,6280020498524.52,6569814483676.718,7028541425550.288,7392532376211.958,7834716675119.456,8369034580304.965,9053307632960.23,9753317647098.988,10658336583981.33,11745469067101.77,12558381186815.38,13020467219547.52,14065632661415.64,15076847445509.06,15952754404408.3,16848162841071.99,17730188430623.57,18565287346572.19,19393865189737.96,20425186142908.88,21532721290884.48,22535207616234.36,22583104666690.4,24272323323055.32,25034943849253.51,26073749135031.75
Latin America & Caribbean,733320507529.4022,778301325387.4271,811878553840.0433,828794407522.7227,889026653969.9342,939556249546.4834,986098382286.1842,1028987110640.186,1102182530173.256,1177512330383.939,1254315814508.218,1340557141941.881,1436570669085.102,1551335446780.11,1648112537846.024,1707190411112.45,1799987015854.525,1887627205015.539,1973145534772.216,2118968124013.461,2259606116934.979,2287213589163.761,2283332572365.432,2231238683010.634,2318077787199.081,2390670791685.859,2473838788975.627,2555496388540.467,2571045612415.113,2615051355292.199,2605184904263.387,2681961906053.857,2750884565154.101,2871775919085.102,3021829888219.078,3046880747543.322,3166010402127.749,3336869113102.346,3436451094513.418,3460024588694.08,3585254812815.334,3601567655082.217,3618344621458.875,3707368381048.548,3909016455685.435,4062988981155.215,4271749497154.164,4493478775262.453,4657221218572.242,4551243171648.412,4842025099731.021,5055178646057.517,5184980068533.492,5327887934653.003,5398939281652.516,5420625373878.581,5402323123763.813,5504542134802.016,5591210718542.447,5629438837084.221,5258223388020.694,5628872798112.738,5851974044642.515,5974188199723.254
Latin America & Caribbean (IDA & IBRD),699033431573.251,741660245246.9681,772813608026.4407,787460111216.6122,844627542744.0946,891710844991.6414,935133867056.9688,975124406896.297,1044937993288.036,1115546250215.05,1188391919078.715,1270117647898.317,1362246790856.319,1472971672135.814,1568913109132.993,1625999938487.092,1714066623831.312,1795602703856.275,1874685129791.647,2014486384812.255,2153951949898.015,2174137135895.944,2166760617656.915,2113251307478.08,2191658596008.958,2261029215150.381,2340841406339.461,2419678854912.859,2428907482312.604,2468676080269.136,2462636200830.448,2543779351658.707,2615227940887.946,2738693618685.251,2884393814479.223,2904326279368.749,3017763739804.756,3182499001467.756,3276219267489.944,3291163749693.202,3409430284092.005,3417184819163.702,3431916322698.701,3519067798288.339,3707313367477.585,3856900300769.558,4059300163044.519,4276857901851.329,4439954435650.506,4336676042595.983,4626327723370.932,4838015729073.821,4965821465011.413,5107285427714.109,5178541043898.171,5197174644055.659,5179543837807.33,5282803532188.651,5371414263252.332,5407995749573.588,5056032505571.433,5422918139380.32,5639186879688.64,5761673098749.853
Latin America & Caribbean (excluding high income),624266463813.4537,662738017322.9598,691537715276.1884,703704047108.9127,757251843314.5704,801698801182.2225,838878875847.2454,876205725602.5403,941469016551.927,1006449962737.63,1074997485212.692,1149987667140.853,1238842752151.567,1346574585929.972,1436052677781.629,1496876112901.177,1579240926025.285,1654374683501.74,1725611682957.141,1852628303813.281,1975540292111.604,1996305246366.608,2001429175609.794,1959810568756.997,2036572563160.452,2100617306269.465,2171368774344.512,2240063319415.468,2248074785230.678,2279456325922.832,2268790735754.306,2332385345019.96,2382219226233.825,2485936463325.582,2616849489989.769,2627717528626.588,2729445151367.987,2873637134122.476,2953682674506.235,2969262966561.005,3076786557824.425,3082197327963.075,3093526617486.268,3167989021104.003,3335075676125.291,3468110267545.18,3650288066883.858,3845042524700.501,3988836686840.147,3892850940745.522,4152582002934.257,4336347289899.487,4439170344529.615,4561931926088.295,4621050098486.994,4634562623756.213,4612148668023.203,4705197663590.906,4778851211756.391,4808839650674.39,4497709887570.089,4806394585288.234,4991404194814.041,5094832724705.937
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20300396971.98689,17743516948.7928,12044552954.79209,11444375308.85332,11694997032.6363,11584507304.48242,11850945730.03711,12937853405.02851,13785282708.19453,14173807494.18203,15001703822.90859,15970899946.79492,17195147565.43945,18644549744.4914,20271313106.67421,22625890296.79765,25527664820.90976,28186252981.11601,27231101071.39921,22863227308.74413,22026145322.79609,22694935283.98124,24352854877.6457,24863312911.2871,25384189270.97147,26344565876.89022,27016796437.5492,27935083671.96209,29139005014.45037,29335802644.3992,28318076426.67693,30285399223.07264,30834377325.25077,31360657012.71249
Least developed countries: UN classification,,155015539497.7149,166611078835.4003,170008422639.7202,176251377539.2255,182827058590.9676,188948842248.6809,190988579559.6497,200883277011.6736,207465588652.4869,206089701702.1448,209662457093.6418,206511163118.7413,211287399938.6105,223326177715.745,224308839310.2812,232989410208.3752,237494341381.7749,241333804572.7282,245817348509.8891,250928407250.8957,257095846712.4871,259900704823.5209,264285628787.5508,270518403381.1866,274914526465.3055,284342359770.0979,296487504486.7345,304598818790.04,309956618593.3034,310092587307.6931,315625811400.478,316911471192.0186,316227205827.2465,318130321648.6212,336545988464.5623,355395806075.1853,374458737210.2301,389532147905.4813,405447154923.6837,423167491175.0647,443702943245.3111,467316609059.2584,490890316253.3505,522209256206.5778,561078319437.5455,599710096857.209,643413528403.5446,684984378992.8593,714587153899.573,759026229507.0322,783582543821.9381,808686474547.7412,856089446339.0182,904450417722.7607,928290888606.7068,962903373259.4731,1006761000386.499,1053147029448.964,1106604301203.809,1105357831734.07,1136640339791.244,1189385426762.52,1230193966737.582
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13590690651.83093,7821290496.882604,9896526025.778543,14790098775.87897,17221346342.70575,19075339624.59171,20621442059.16525,21951290517.48259,24428699054.15469,24686413686.45712,25591349424.6391,25456845224.22955,25798443405.56547,26789018310.96087,27706046545.31269,28600147893.72675,30510478932.49987,31329923063.10073,31815384920.71265,34777595316.00503,37931620043.70151,41812842419.74392,45147473283.5593,45539055323.50657,46707037069.3046,48494923363.26254,49699566407.48328,49929337836.81592,50705514062.86077,51163399287.70335,50199119756.20081,46727888410.6848,36728167162.87392,34156740537.16038,33944395264.1769,
Lesotho,193508327.0469701,197116860.9609449,227338452.1097863,251470587.8459027,272219723.187022,278083623.3564919,276955934.797675,307177536.8086551,306049826.5255609,310786059.8604912,317552093.5627654,333790811.1776748,333114189.3309494,421072594.8740981,467306740.3320681,404157255.4124634,448813112.5628685,546694921.2509263,646832345.9150481,665551148.6440265,647283238.9415416,651779515.1407332,680830657.075131,694353079.769469,732784813.2544311,751912323.9390068,787138333.7587532,792882304.40291,861085398.6006818,910987401.97772,966060902.4020236,1033362571.712921,1105247043.499338,1144038630.189965,1212450693.471034,1252351695.561754,1322446271.543815,1371424437.096948,1392512225.790353,1399140932.84008,1453365294.151199,1505128088.448199,1516022748.409451,1585150007.490124,1611976676.829483,1667849758.728042,1738401391.783075,1811204148.776706,1911244554.990227,1887282177.320093,1986735734.7651,2078451680.280807,2210102550.34645,2249719203.369813,2288201773.076053,2359686724.538286,2444845631.395527,2368122098.53455,2333058897.510298,2299976266.273458,2112391149.606135,2160272945.187774,2211855514.879167,2252257826.395998
Liberia,2785350370.180689,2853312513.191602,2891678326.535361,2957448411.790383,3109815009.493543,3258892894.703754,3509914203.829052,3746685675.021895,3925360307.76188,4211459133.730976,4492076771.588613,4712405513.237501,4907522457.65882,4796809968.864564,5024811956.380803,4850521857.015219,5108120174.198611,5189236333.325713,5439161404.641757,5616740217.435106,5386545754.300358,5271448731.196885,5143197691.977224,5045638801.436538,4939311262.944486,4897657154.035582,4815445174.027029,4767213639.197412,4669871991.412819,3424489545.497591,1676942910.419191,1438394191.916539,933723838.507843,625824712.1074854,489630570.966971,468741927.1147261,525559090.7425116,1084122317.296089,1411615367.799692,1718520972.070636,2210291803.590197,2274838397.378728,2360440967.030386,1648882904.554358,1692081112.127787,1781443510.537913,1924741222.725848,2108270598.334521,2258921103.436363,2378656131.452909,2523749998.533067,2730716886.490464,2949005327.429912,3205193907.944623,3227674916.865783,3227075700.0,3176896008.309995,3254893758.73415,3292571599.135181,3211334057.928275,3115556299.79146,3270920145.669085,3428189426.394642,3588757484.773826
Libya,4206979769.714431,4623294238.638111,6127004092.173577,8272704007.278906,12001351827.4839,15379597827.50839,18238997837.31626,20265366359.08232,27128012832.17429,30678497533.50998,32197312918.52756,30498091672.39126,33281298886.21201,33925831081.57495,41455139017.54638,43125063344.10657,52992488552.47771,57683765284.06828,59590166894.87032,64928319576.72243,65373260707.15591,52828013781.86758,54310397842.61756,52967721371.27172,50297204631.86246,54485341416.06667,48299889590.74036,41198814142.543,44321281890.35322,47512155858.16888,49279670598.26362,56994467920.73385,55448621740.54628,53361983286.40693,54394423864.3042,53186646293.09747,54321714851.09613,57153327139.4503,55123101078.17608,55536336508.48701,57579668503.44214,56564631725.48585,56022234980.53395,63314109952.65104,66138956972.57677,73990151521.38852,78799900129.0316,83709120342.15475,83573471186.92542,79896086548.96695,83912660700.3206,41672273290.57274,77854953189.63196,63842648630.66399,49131511071.10638,48717501321.30524,47991152062.80314,63584342257.96058,68633808773.51878,60949510655.87083,42996651437.74799,55179091532.87811,50625917039.57107,55767393124.56528
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6268515276.174405,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30815380275.50254,29066403139.74456,22887185052.50698,19173313031.71904,17300837303.81989,17870048723.62616,18768365835.52069,20326258404.04374,21843194413.72225,21603574024.24686,22342117951.35272,23790808932.64178,25389512713.82069,28068588029.55233,29893618016.75115,32204826567.00584,34586528018.76638,38418000007.85857,39416660356.06834,33567775501.6203,33711176714.19491,35842949292.21326,37413911922.58788,38928020893.42107,40396596564.73592,41540954817.20389,42650895979.80467,44618059006.34412,46812540143.42772,49002127219.15076,49023106998.39959,52150789442.17185,53474128766.591,53657150684.48982
Low & middle income,1683018575166.905,1700385814988.652,1761466053715.584,1846073155151.382,1990660727664.571,2111670905927.031,2215926018764.646,2287385236734.808,2427195419744.359,2625097954589.111,2833394745943.697,3008443930494.073,3193639223028.29,3413095153452.436,3618771426287.834,3772335340686.917,4007695540177.083,4191210039252.667,4345227750312.403,4544111164735.441,4758186634203.609,4848971947221.856,4986295492969.85,5066581699006.863,5302072909519.791,5537079212234.996,5741374982521.369,6008817454047.23,6254618440535.853,6445563386910.354,6647473844232.655,6835319766991.209,7124981658247.732,7482435354796.094,7864997777352.607,8224801725025.683,8736371111993.291,9229261672029.01,9534404413796.172,9881000683305.018,10427512431296.22,10806107276199.73,11317627582812.69,11981558886015.0,12898559770032.13,13842310530604.73,14977878266184.21,16300759789561.77,17264416258597.3,17950775331331.87,19414953094482.51,20653249816943.09,21784326871192.58,23005062631808.85,24195028911241.37,25336686257692.45,26543474010264.64,27961577337064.75,29356984994689.4,30552777487046.0,30210672843723.61,32427441683196.67,33664644890385.32,35217076189636.04
Low income,,,,,,,,103916587912.3507,107548816218.322,113721335977.4102,117011126355.4695,122550402832.8156,124674066025.1446,126628497402.8209,134027171032.4751,137408643814.4435,141730890228.9945,145686284467.1383,145635001903.7368,146326632176.6166,150570344689.8107,154847548411.2724,156754473699.8812,159145344415.4718,157887460742.1592,158850662896.8293,163090185648.7342,171421690673.9797,177285103363.3147,177073924224.5544,172250047011.3155,174382714283.2625,174211831262.2606,176101850846.5122,178973674127.2267,187901759135.4899,198673252741.0501,210868405862.2989,219381106633.3246,225162605655.1564,232384864913.5123,242294958385.809,254230951863.886,266652967070.5768,283018908311.1835,301600732185.7989,319425410003.3558,338990131399.5173,357761842735.5327,372577449527.8453,398590989534.1705,401750791323.7149,389086119099.6329,403083436691.903,420838437954.1226,417756953873.8491,426318507337.1212,439594337732.543,454537993853.636,474081737618.7033,475602794987.6581,485946125646.5347,503780277751.3766,515060189857.0473
Lower middle income,443267141625.6096,457751723197.2252,475092807000.3572,504109033976.8766,537023285616.266,548148833969.6893,555837466050.4755,564921763509.9457,586958577291.9678,633220582353.0079,678837080441.2001,711475057194.7588,723666989405.1763,756783312309.2383,793445791998.7816,821230449205.5593,866265432865.1045,915555916911.4248,950106075977.0796,964820804801.2046,1015257551015.975,1035653195435.898,1058678167401.864,1082761608084.253,1111991998132.661,1156242129388.634,1200779886170.935,1244317104838.309,1327808112184.661,1376632719066.642,1447057308205.437,1477481664400.363,1532128188523.238,1568226712315.073,1630570910405.502,1714050521920.915,1822837173655.333,1895308078191.104,1981101591778.435,2087378875819.839,2175258755731.166,2269776849002.718,2372218522706.634,2513317985219.06,2691342310908.533,2871957743475.892,3071996520794.39,3283873630647.523,3434574180396.167,3639196057719.624,3888776335478.368,4073797174037.511,4284201082472.954,4527485766916.117,4804501648342.212,5089665684079.029,5379808124885.273,5673767311022.841,5982516241313.0,6226615757545.928,6002516344310.313,6402342783987.562,6775936832420.705,7151756621411.382
Luxembourg,8747571197.901281,9082601698.343143,9206004979.55974,9522609483.040052,10271641644.07935,10196151897.90515,10308911561.04646,10331254148.73709,10763500642.40772,11836929271.2045,12045251394.03359,12366526384.69452,13182494340.33398,14278311403.8371,14879781670.38358,13901975726.46601,14254298216.3453,14478058119.04921,15068034941.56171,15421472491.89608,15551149030.01366,15465469116.06093,15640430422.80937,16107934774.40312,17104522552.5332,17582030272.34882,19337409478.32577,20101425602.3746,21802666126.8535,23938905603.76952,25212438894.5285,27391849518.01874,27890285979.49022,29061859473.65232,30172289931.43787,30604417464.51404,31032290015.65467,32714188401.91131,34897700894.55818,37750651303.91833,40369840661.37849,41610952875.96053,42953079582.15662,44078183347.92068,45943524157.46169,47084244317.1613,49917169128.35857,53959794734.69138,53797820276.32771,52055333610.13982,54012829450.86326,54576884723.71209,55477349852.56287,57236975164.37224,58738350255.75974,60071584216.13747,63062062076.82926,63892707778.49879,64671765568.80582,66557495896.73784,65951935965.67651,70679635853.89018,71655146215.63705,70870003856.63783
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,5862893472.957918,6450455144.591425,6996179124.038777,7047415968.990041,7519207588.272818,8593920470.29306,9265272150.113089,9730759459.61439,10507335800.87795,10891784073.73374,12340285213.88837,12980344592.42944,13532372881.65827,13978374142.7441,13919801373.68348,13880943900.66675,13246386465.2077,12934036571.48915,13677257382.81799,14072365670.39519,15326235574.02354,17110355242.18108,21666881104.60309,23416613628.49804,26552262689.98969,30396057675.66235,31426984260.6549,31827365243.68569,39823293275.25226,48431770969.94982,52907945538.61156,58597069309.22917,57396728726.83625,45048190598.32485,44742259638.20198,49153900999.46426,52302387928.14729,50961633173.34879,23271041384.45305,28748111098.78468,23110797292.18937,40458079958.33971
Madagascar,4151435154.882612,4236482815.085977,4332696292.692225,4292428143.037365,4462516417.178316,4442334514.276879,4534048838.458279,4784716703.267247,5111454772.345358,5301663360.445955,5581403272.418777,5800716980.832214,5726895807.583574,5576938281.899629,5688860706.292702,5760465920.10296,5583685378.335928,5715683720.688393,5563543310.522976,6111811047.754227,6170038735.214328,5565374939.110291,5459632815.266472,5508769510.570905,5605733876.774733,5670555451.89363,5781711090.788502,5849641181.110714,6048934315.211652,6295421169.566597,6492398920.486707,6082965417.781104,6154798240.807076,6284044275.816251,6281398611.318785,6386837686.072535,6524423229.109418,6765402319.373051,7030408175.562671,7360783017.346476,7688842733.277393,8148653656.698618,7137571065.486969,7835974694.571649,8247912168.091135,8640170094.376478,9106610406.88934,9626649240.51396,10272850829.86061,9864124029.230536,9925206605.678354,10081868751.87458,10385448752.87563,10624353147.15866,10979121878.07353,11323020701.30169,11775165456.53459,12238318933.71647,12629254472.20122,13186360203.14424,12245161113.1284,12947986307.58751,13465905759.72227,13977610178.6045
Malawi,944667422.0524664,1016836214.172223,1023632388.927535,1009392858.662608,1036253845.01141,1177355281.635187,1333343510.541542,1430431584.179862,1402923252.375673,1485448247.097553,1492567970.502874,1734641056.586146,1842732594.902943,1885127635.564006,2020403708.848007,2143382122.781268,2250502600.774765,2361183024.629455,2591281916.706689,2705198653.495154,2716201951.970769,2572511628.913761,2636913267.75247,2734972402.740318,2881575238.555048,3013291524.404082,3006818901.853035,3055686904.117383,3152774981.335533,3195170015.759359,3377048507.114635,3671872668.448033,3402615041.193402,3732391066.975562,3350187439.517526,3910634175.570713,4196762833.824168,4355921668.809947,4525595860.317679,4663277073.7166,4736773940.224145,4501121160.077972,4577640221.126655,4838823865.476897,5101112194.499393,5267853576.184108,5515442681.900108,6044925172.538099,6506741521.257122,7048630102.942416,7533157578.024664,7904743381.812521,8054933506.123984,8490733601.032157,8968360291.053286,9219474379.315342,9449961238.707932,9827959688.292366,10255826273.60345,10842133933.65475,10928176721.46499,11426314939.83678,11531564448.5797,11749794461.07792
Malaysia,10075053649.80717,10840555621.6448,11536630907.8954,12383281583.84062,13046897050.92365,14049533276.9683,15147744693.75706,15732015396.77184,16987114742.20676,17817535562.97873,18884189212.42743,20779153503.24442,22729992899.48981,25389647919.05968,27501726905.73845,27722034464.78219,30927669086.16428,33325509326.09295,35542952796.75249,38865898972.06348,41758231849.79932,44657131817.38345,47311173244.66512,50269176995.279,54170965009.80418,53615577053.76073,54280729183.04322,57098947792.52003,62773281162.3831,68460289886.50354,74627553679.50899,81751102498.17316,89014784403.71443,97822746879.14008,106834219205.0481,117335045630.5912,129071719045.0172,138523307832.5047,128328802476.7162,136205126470.5567,148271359064.9481,149038923296.2591,157073594223.9318,166165798103.9019,177437551536.3742,186898768708.9009,197336779111.6822,209766600383.972,219902039818.7784,216573759299.0797,232654030399.2274,244970531973.6761,258378881826.4732,270506469604.1013,286755041078.0301,301355266964.9473,314764917575.0878,333061328477.2681,349191778300.005,364602265936.1401,344706479641.2438,356134704342.1395,387694727478.7773,401479163711.428
Maldives,,,,,,,,,,,188293031.1299168,198097875.4949614,202900248.2210033,206101830.079944,217907663.0132729,200499061.8891669,201699655.0550851,224395614.317341,257347488.3596961,284791556.2529184,337685486.482963,377413190.7970889,366044706.644186,425550015.6560854,540259045.1404861,623545615.0247846,681913157.8665885,742120332.2911342,806909973.7299072,882168920.3991789,1031716819.836946,1046601357.745685,1116418306.067184,1178455091.857754,1269779307.107239,1434670112.363242,1547415774.683849,1677366833.921377,1803080163.511791,1914432188.694602,1988057617.693101,1909655895.787315,2048457065.394779,2330120929.126289,2465649312.339153,2188925391.74925,2705638704.311031,2898372920.143694,3158641500.633991,2900967006.187723,3099261774.949567,3364952162.109177,3444491134.33038,3684339547.229255,3971758368.318611,4129505319.129205,4400906157.069729,4711369798.881634,5119751627.139872,5493408290.206333,3685591962.054627,5067979008.49449,5768682322.983364,6041332856.457284
Mali,,,,,,,,2003673126.737151,2077977545.27334,2082777661.340777,2210596786.30472,2267386929.841795,2399893394.575078,2364972166.561147,2328815854.764644,2599541842.201806,2953688827.231073,3141208110.078681,3095237272.849077,3417008148.636512,3269193847.815887,3318519585.064178,3073664839.359889,3129632396.268662,3120650002.143427,3753724875.855619,3854798455.676161,3849433952.809931,4133896383.708089,4306585279.697785,4198817500.531541,4691977172.880848,4540958263.56354,4685005096.544924,4862095199.480811,4906876185.265118,5253094838.943424,5506768067.285038,5923722243.040163,6261430310.346687,6257621170.982289,7219807986.601862,7444077477.872336,8122906029.243992,8249623254.496706,8788717883.933584,9198464335.826143,9519823432.357828,9974218416.280212,10453611496.97897,11009109646.24223,11362847067.21165,11267770190.67241,11526373211.26649,12342980316.17888,13104764378.32595,13871694399.12383,14607651053.62898,15301000921.46821,16028741130.48213,15830713976.52477,16313964499.50844,16880866888.02703,17666971044.33002
Malta,,,,,,,,,,,948271467.5300092,971541988.770253,1028263787.274631,1070897026.737159,1178376578.332995,1408867989.945035,1648616317.643811,1849486529.158022,2055910646.391508,2271591568.833173,2431732214.418384,2512265399.647099,2569656904.490955,2553920579.569817,2577987984.826916,2644636184.000418,2747385324.741774,2860316995.56355,3100990826.377487,3354624140.131464,3565676659.969039,3788762937.874425,3966491247.246711,4144219778.376064,4378413978.598509,4656114586.731053,4831991668.115937,5086008510.71566,5346697025.526067,5599059782.170108,6701025860.889341,6650321032.449934,6832614321.565789,7085028948.917323,7113876334.900355,7318803726.864436,7489779964.556179,7867015012.026604,8213960304.214844,8099347420.674564,8601291936.77933,8686613628.398376,9042989796.773378,9611949009.54642,10345449273.9073,11340795041.80647,11803240829.41139,13334371316.20311,14292992142.71619,14876818854.41895,14359895887.89992,16292781700.24764,16968587192.64245,18240978817.46328
Marshall Islands,,,,,,,,,,,45931279.99999999,46992251.99999999,47500633.99999999,63614159.99999999,73361847.99999999,73406055.99999999,73671296.99999999,75461687.99999999,79705580.99999999,81407556.99999999,75550101.99999999,80412893.99999999,84297824.99999999,97370735.0,101135112.0,94806793.0,118074749.0,129130978.0,139189050.0,136834516.0,140496545.0,140619900.0,150661400.0,159710500.0,169097800.0,182986300.0,164133300.0,153553800.0,152518700.0,150483000.0,154176500.0,164861000.0,170855000.0,168186800.0,167500000.0,170500000.0,170800000.0,177100000.0,163700000.0,169700000.0,179100000.0,178200000.0,175900000.0,182600000.0,180300000.0,183700000.0,188300000.0,195000000.0,205700000.0,227200000.0,220900000.0,223599999.9999999,221099999.9999999,212399999.9999999
Mauritania,,1064724230.396582,1072460605.864058,1051185480.108121,1342268056.752876,1558887711.975103,1562488149.693555,1618224178.492266,1783225478.390738,1805489620.710332,2021894363.574702,2059155580.589023,2044063867.327019,1950348507.450725,2187561810.708077,2075244196.084691,2252596742.640302,2210279602.544225,2199124015.641852,2304462932.071221,2382151221.930836,2464342309.679916,2406678569.516719,2496576245.581591,2416015114.183446,2488368980.604036,2630543916.95119,2680534356.655648,2726650215.479459,2856918258.628897,2806313536.001875,2856492871.426145,2910027139.329057,3080951582.678331,2986651904.762741,3279935161.017261,3470788901.748376,3330406023.665108,3422918201.526542,3548648090.590711,3409611141.001671,3382351510.301144,3429078153.902082,3666653932.365332,3840187785.102362,4169149304.405392,4933487730.199636,4836326500.478345,4820314428.257983,4825032355.078319,4951459275.316061,5158072939.981054,5388639480.835961,5612311839.162412,5852228252.666222,6166863896.686766,6244622452.803084,6636194355.586258,6952885074.44597,7171275534.84383,7145411800.089597,7198481873.574888,7687691068.956831,8187943518.062824
Mauritius,956645875.0058812,1175230799.758094,1184708882.234941,1349318561.332389,1256357353.588522,1296522845.612159,1250260258.475331,1305073285.599441,1215158229.117398,1275101630.831475,1269971348.392692,1324244379.73826,1434770611.27106,1606680325.402916,1748258203.233808,1764099000.871307,2183115628.459279,2326057723.321369,2415164484.151936,2500094365.063902,2248553408.332763,2380821254.987293,2511696807.077463,2521336581.614229,2639798699.71403,2823382852.517851,3098437750.798462,3373921085.226009,3603055765.116523,3763937559.430939,4034441844.050548,4213387344.005845,4487792561.848262,4715865005.164524,4910919918.931511,5121487228.290277,5407667941.331089,5715227834.38157,6062253049.496599,6220534375.148929,6730791855.595752,6956107854.232558,7068443337.884592,7487280094.825534,7811480809.504255,7950333241.419151,8337160251.745598,8814630766.632881,9289471624.253391,9597424761.29619,10017523547.31516,10425991883.2378,10790496900.17071,11153101416.19644,11579927241.39869,12007291045.64891,12471068851.58117,12962177523.43189,13481538349.27602,13871328044.45689,11853530018.69473,12257000314.84435,13345407871.39966,14274019706.23221
